mus_spicilegus ENSMSIG00000031982
saimiri_boliviensis_boliviensis ENSSBOG00000021234
callithrix_jacchus ENSCJAG00000008457
aotus_nancymaae ENSANAG00000033626
carlito_syrichta ENSTSYG00000008858
capra_hircus ENSCHIG00000019291
ovis_aries ENSOARG00000002845
bos_mutus ENSBMUG00000009438
bos_taurus ENSBTAG00000002624
bison_bison_bison ENSBBBG00000020100
tursiops_truncatus ENSTTRG00000013130
sus_scrofa ENSSSCG00000004497
vicugna_pacos ENSVPAG00000000845
equus_caballus ENSECAG00000019025
equus_asinus_asinus ENSEASG00005016428
pteropus_vampyrus ENSPVAG00000008159
myotis_lucifugus ENSMLUG00000009831
ursus_maritimus ENSUMAG00000002367
ursus_americanus ENSUAMG00000017436
ailuropoda_melanoleuca ENSAMEG00000012579
neovison_vison ENSNVIG00000000692
mustela_putorius_furo ENSMPUG00000000965
canis_lupus_familiaris ENSCAFG00000017656
canis_lupus_dingo ENSCAFG00020010751
vulpes_vulpes ENSVVUG00000027962
panthera_tigris_altaica ENSPTIG00000021622
panthera_pardus ENSPPRG00000002553
felis_catus ENSFCAG00000029753
erinaceus_europaeus ENSEEUG00000001761
dasypus_novemcinctus ENSDNOG00000037520
procavia_capensis ENSPCAG00000002466
echinops_telfairi ENSETEG00000011524
choloepus_hoffmanni ENSCHOG00000010737
sorex_araneus ENSSARG00000007490
dipodomys_ordii ENSDORG00000003911
loxodonta_africana ENSLAFG00000002465
phascolarctos_cinereus ENSPCIG00000026564
sarcophilus_harrisii ENSSHAG00000017036
monodelphis_domestica ENSMODG00000003193
ornithorhynchus_anatinus ENSOANG00000004071
apteryx_rowi ENSARWG00000009288
apteryx_haastii ENSAHAG00000001577
apteryx_owenii ENSAOWG00000002290
dromaius_novaehollandiae ENSDNVG00000005253
nothoprocta_perdicaria ENSNPEG00000004287
parus_major ENSPMJG00000004774
cyanistes_caeruleus ENSCCEG00000018378
serinus_canaria ENSSCAG00000016312
lonchura_striata_domestica ENSLSDG00000017636
zonotrichia_albicollis ENSZALG00000003133
taeniopygia_guttata ENSTGUG00000001586
ficedula_albicollis ENSFALG00000008864
lepidothrix_coronata ENSLCOG00000000285
manacus_vitellinus ENSMVIG00005001619
calidris_pugnax ENSCPUG00000017860
calidris_pygmaea ENSCPGG00000013241
melopsittacus_undulatus ENSMUNG00000011794
coturnix_japonica ENSCJPG00005005209
meleagris_gallopavo ENSMGAG00000001515
gallus_gallus ENSGALG00000040136
numida_meleagris ENSNMEG00000015197
anser_brachyrhynchus ENSABRG00000001484
anas_platyrhynchos_platyrhynchos ENSAPLG00000011930
crocodylus_porosus ENSCPRG00005014911
gopherus_agassizii ENSGAGG00000015146
chelonoidis_abingdonii ENSCABG00000007851
chrysemys_picta_bellii ENSCPBG00000025723
pelodiscus_sinensis ENSPSIG00000009919
anolis_carolinensis ENSACAG00000012789
pogona_vitticeps ENSPVIG00000009902
notechis_scutatus ENSNSUG00000009697
salvator_merianae ENSSMRG00000000716
sphenodon_punctatus ENSSPUG00000012534
xenopus_tropicalis ENSXETG00000033294
latimeria_chalumnae ENSLACG00000003599
astyanax_mexicanus ENSAMXG00000018829
pygocentrus_nattereri ENSPNAG00000008704
ictalurus_punctatus ENSIPUG00000024366
danio_rerio ENSDARG00000089569
takifugu_rubripes ENSTRUG00000014781
tetraodon_nigroviridis ENSTNIG00000007549
mola_mola ENSMMOG00000002480
anabas_testudineus ENSATEG00000014969
oryzias_latipes_asm223469v1 ENSORLG00015013127
oryzias_latipes_asm223467v1 ENSORLG00000005320
oryzias_latipes_asm223471v1 ENSORLG00020006461
oryzias_melastigma ENSOMEG00000008984
cynoglossus_semilaevis ENSCSEG00000018688
labrus_bergylta ENSLBEG00000019554
gasterosteus_aculeatus ENSGACG00000016240
mastacembelus_armatus ENSMAMG00000016881
monopterus_albus ENSMALG00000003203
seriola_lalandi_dorsalis ENSSLDG00000006132
seriola_dumerili ENSSDUG00000023791
scophthalmus_maximus ENSSMAG00000007745
fundulus_heteroclitus ENSFHEG00000022732
cyprinodon_variegatus ENSCVAG00000023327
xiphophorus_maculatus ENSXMAG00000004871
gambusia_affinis ENSGAFG00000012518
poecilia_mexicana ENSPMEG00000010429
poecilia_formosa ENSPFOG00000012931
poecilia_latipinna ENSPLAG00000021435
poecilia_reticulata ENSPREG00000003015
kryptolebias_marmoratus ENSKMAG00000012454
pundamilia_nyererei ENSPNYG00000006050
astatotilapia_calliptera ENSACLG00000001782
maylandia_zebra ENSMZEG00005000667
haplochromis_burtoni ENSHBUG00000006380
oreochromis_niloticus ENSONIG00000007579
neolamprologus_brichardi ENSNBRG00000011474
amphilophus_citrinellus ENSACIG00000015000
amphiprion_ocellaris ENSAOCG00000011644
amphiprion_percula ENSAPEG00000019506
acanthochromis_polyacanthus ENSAPOG00000007612
stegastes_partitus ENSSPAG00000011466
periophthalmus_magnuspinnatus ENSPMGG00000002613
gadus_morhua ENSGMOG00000014587
esox_lucius ENSELUG00000005054
paramormyrops_kingsleyae ENSPKIG00000020526
scleropages_formosus ENSSFOG00015014582
lepisosteus_oculatus ENSLOCG00000011149
