poecilia_formosa ENSPFOG00000011796
mesocricetus_auratus ENSMAUG00000018698
microtus_ochrogaster ENSMOCG00000013897
peromyscus_maniculatus_bairdii ENSPEMG00000010326
mus_spicilegus ENSMSIG00000006182
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000039178
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028222
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027227
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017009
rattus_norvegicus ENSRNOG00000003003
nannospalax_galili ENSNGAG00000000629
jaculus_jaculus ENSJJAG00000015623
dipodomys_ordii ENSDORG00000013790
castor_canadensis ENSCCNG00000025605
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000624
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009465
fukomys_damarensis ENSFDAG00000012864
cavia_porcellus ENSCPOG00000003940
cavia_aperea ENSCAPG00000011142
octodon_degus ENSODEG00000007019
chinchilla_lanigera ENSCLAG00000001699
spermophilus_dauricus ENSSDAG00000000948
ictidomys_tridecemlineatus ENSSTOG00000024301
urocitellus_parryii ENSUPAG00010018475
oryctolagus_cuniculus ENSOCUG00000013465
ochotona_princeps ENSOPRG00000001504
homo_sapiens ENSG00000109680
gorilla_gorilla ENSGGOG00000025239
pan_paniscus ENSPPAG00000039764
pan_troglodytes ENSPTRG00000015970
pongo_abelii ENSPPYG00000014654
nomascus_leucogenys ENSNLEG00000016920
colobus_angolensis_palliatus ENSCANG00000028372
piliocolobus_tephrosceles ENSPTEG00000027339
rhinopithecus_roxellana ENSRROG00000035108
rhinopithecus_bieti ENSRBIG00000032962
chlorocebus_sabaeus ENSCSAG00000016710
mandrillus_leucophaeus ENSMLEG00000011583
theropithecus_gelada ENSTGEG00000028541
macaca_mulatta ENSMMUG00000019239
macaca_nemestrina ENSMNEG00000031445
macaca_fascicularis ENSMFAG00000000286
cercocebus_atys ENSCATG00000009189
papio_anubis ENSPANG00000019571
cebus_capucinus_imitator ENSCCAG00000021726
saimiri_boliviensis_boliviensis ENSSBOG00000030316
callithrix_jacchus ENSCJAG00000021004
aotus_nancymaae ENSANAG00000034488
carlito_syrichta ENSTSYG00000010169
propithecus_coquereli ENSPCOG00000027578
prolemur_simus ENSPSMG00000004674
microcebus_murinus ENSMICG00000015879
otolemur_garnettii ENSOGAG00000008054
tupaia_belangeri ENSTBEG00000017091
choloepus_hoffmanni ENSCHOG00000000865
dasypus_novemcinctus ENSDNOG00000010759
loxodonta_africana ENSLAFG00000009636
procavia_capensis ENSPCAG00000005345
echinops_telfairi ENSETEG00000007118
ornithorhynchus_anatinus ENSOANG00000006700
xenopus_tropicalis ENSXETG00000000906
latimeria_chalumnae ENSLACG00000001422
petromyzon_marinus ENSPMAG00000002605
eptatretus_burgeri ENSEBUG00000014153
ciona_intestinalis ENSCING00000004057
ciona_savignyi ENSCSAVG00000007978
drosophila_melanogaster FBgn0031690
