mustela_putorius_furo ENSMPUG00000014734
macaca_mulatta ENSMMUG00000048621
macaca_fascicularis ENSMFAG00000000230
macaca_nemestrina ENSMNEG00000029006
macaca_mulatta ENSMMUG00000047658
macaca_mulatta ENSMMUG00000018968
papio_anubis ENSPANG00000024164
macaca_fascicularis ENSMFAG00000032318
macaca_mulatta ENSMMUG00000046683
theropithecus_gelada ENSTGEG00000007239
macaca_nemestrina ENSMNEG00000039134
mandrillus_leucophaeus ENSMLEG00000031861
theropithecus_gelada ENSTGEG00000011001
cercocebus_atys ENSCATG00000041399
chlorocebus_sabaeus ENSCSAG00000004460
rhinopithecus_bieti ENSRBIG00000032884
rhinopithecus_roxellana ENSRROG00000003108
colobus_angolensis_palliatus ENSCANG00000010614
piliocolobus_tephrosceles ENSPTEG00000022156
cebus_capucinus_imitator ENSCCAG00000025427
callithrix_jacchus ENSCJAG00000048699
saimiri_boliviensis_boliviensis ENSSBOG00000030492
aotus_nancymaae ENSANAG00000025974
pan_troglodytes ENSPTRG00000016218
pan_paniscus ENSPPAG00000035981
homo_sapiens ENSG00000145293
gorilla_gorilla ENSGGOG00000003719
pongo_abelii ENSPPYG00000014887
nomascus_leucogenys ENSNLEG00000008688
propithecus_coquereli ENSPCOG00000014984
prolemur_simus ENSPSMG00000019574
tupaia_belangeri ENSTBEG00000003223
microcebus_murinus ENSMICG00000001452
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029326
mus_spicilegus ENSMSIG00000003144
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028446
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027449
rattus_norvegicus ENSRNOG00000002262
meriones_unguiculatus ENSMUGG00000011521
cricetulus_griseus_crigri_1.0 ENSCGRG00000008828
cricetulus_griseus_crigri-picr ENSCGRG00015018501
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018064
microtus_ochrogaster ENSMOCG00000008624
peromyscus_maniculatus_bairdii ENSPEMG00000006785
nannospalax_galili ENSNGAG00000015500
choloepus_hoffmanni ENSCHOG00000003283
loxodonta_africana ENSLAFG00000008619
procavia_capensis ENSPCAG00000008058
equus_asinus_asinus ENSEASG00005016274
equus_caballus ENSECAG00000019612
ictidomys_tridecemlineatus ENSSTOG00000033534
spermophilus_dauricus ENSSDAG00000009842
ictidomys_tridecemlineatus ENSSTOG00000030067
marmota_marmota_marmota ENSMMMG00000007646
ictidomys_tridecemlineatus ENSSTOG00000013987
urocitellus_parryii ENSUPAG00010021678
spermophilus_dauricus ENSSDAG00000002622
marmota_marmota_marmota ENSMMMG00000005483
echinops_telfairi ENSETEG00000009316
sorex_araneus ENSSARG00000011243
mesocricetus_auratus ENSMAUG00000008281
ornithorhynchus_anatinus ENSOANG00000015495
notamacropus_eugenii ENSMEUG00000011458
phascolarctos_cinereus ENSPCIG00000003064
sarcophilus_harrisii ENSSHAG00000013658
monodelphis_domestica ENSMODG00000011924
apteryx_haastii ENSAHAG00000007283
apteryx_rowi ENSARWG00000014659
apteryx_owenii ENSAOWG00000008666
dromaius_novaehollandiae ENSDNVG00000012657
nothoprocta_perdicaria ENSNPEG00000009601
calidris_pugnax ENSCPUG00000011969
melopsittacus_undulatus ENSMUNG00000013550
lonchura_striata_domestica ENSLSDG00000007271
taeniopygia_guttata ENSTGUG00000002842
serinus_canaria ENSSCAG00000014815
parus_major ENSPMJG00000008892
cyanistes_caeruleus ENSCCEG00000021340
zonotrichia_albicollis ENSZALG00000016706
junco_hyemalis ENSJHYG00000012293
ficedula_albicollis ENSFALG00000005699
lepidothrix_coronata ENSLCOG00000012588
manacus_vitellinus ENSMVIG00005009572
anser_brachyrhynchus ENSABRG00000015281
anas_platyrhynchos_platyrhynchos ENSAPLG00000011747
gallus_gallus ENSGALG00000011178
meleagris_gallopavo ENSMGAG00000008026
coturnix_japonica ENSCJPG00005010048
numida_meleagris ENSNMEG00000018561
crocodylus_porosus ENSCPRG00005014954
gopherus_agassizii ENSGAGG00000003643
chelonoidis_abingdonii ENSCABG00000004398
chrysemys_picta_bellii ENSCPBG00000008002
pogona_vitticeps ENSPVIG00000015828
anolis_carolinensis ENSACAG00000010419
notechis_scutatus ENSNSUG00000001370
salvator_merianae ENSSMRG00000012904
sphenodon_punctatus ENSSPUG00000013689
xenopus_tropicalis ENSXETG00000012582
latimeria_chalumnae ENSLACG00000001642
scleropages_formosus ENSSFOG00015005874
paramormyrops_kingsleyae ENSPKIG00000025516
labrus_bergylta ENSLBEG00000027536
gasterosteus_aculeatus ENSGACG00000015673
oryzias_latipes_asm223467v1 ENSORLG00000001846
oryzias_latipes_asm223469v1 ENSORLG00015002350
oryzias_latipes_asm223471v1 ENSORLG00020014730
oryzias_melastigma ENSOMEG00000018534
xiphophorus_maculatus ENSXMAG00000019149
gambusia_affinis ENSGAFG00000003694
poecilia_mexicana ENSPMEG00000008313
poecilia_latipinna ENSPLAG00000004310
poecilia_formosa ENSPFOG00000002471
poecilia_reticulata ENSPREG00000018093
fundulus_heteroclitus ENSFHEG00000006792
scophthalmus_maximus ENSSMAG00000009734
cynoglossus_semilaevis ENSCSEG00000010924
seriola_dumerili ENSSDUG00000023468
seriola_lalandi_dorsalis ENSSLDG00000007741
hippocampus_comes ENSHCOG00000002977
mastacembelus_armatus ENSMAMG00000004922
monopterus_albus ENSMALG00000016049
amphiprion_ocellaris ENSAOCG00000014154
amphiprion_percula ENSAPEG00000005547
acanthochromis_polyacanthus ENSAPOG00000006157
stegastes_partitus ENSSPAG00000021031
astatotilapia_calliptera ENSACLG00000026506
astatotilapia_calliptera ENSACLG00000025238
maylandia_zebra ENSMZEG00005007539
haplochromis_burtoni ENSHBUG00000011827
pundamilia_nyererei ENSPNYG00000004899
neolamprologus_brichardi ENSNBRG00000019572
oreochromis_niloticus ENSONIG00000015392
amphilophus_citrinellus ENSACIG00000008366
kryptolebias_marmoratus ENSKMAG00000009611
cyprinodon_variegatus ENSCVAG00000019827
anabas_testudineus ENSATEG00000007131
takifugu_rubripes ENSTRUG00000018448
tetraodon_nigroviridis ENSTNIG00000013498
mola_mola ENSMMOG00000008622
periophthalmus_magnuspinnatus ENSPMGG00000017166
gadus_morhua ENSGMOG00000018492
esox_lucius ENSELUG00000003255
pygocentrus_nattereri ENSPNAG00000016397
astyanax_mexicanus ENSAMXG00000035397
ictalurus_punctatus ENSIPUG00000024949
danio_rerio ENSDARG00000026198
lepisosteus_oculatus ENSLOCG00000010725
petromyzon_marinus ENSPMAG00000009235
ciona_savignyi ENSCSAVG00000006268
ciona_intestinalis ENSCING00000015951
amphilophus_citrinellus ENSACIG00000015697
drosophila_melanogaster FBgn0037305
caenorhabditis_elegans_strain_n2 WBGene00010286
saccharomyces_cerevisiae_strain_s288c YEL038W
