lepidothrix_coronata ENSLCOG00000005585
gorilla_gorilla ENSGGOG00000015200
pongo_abelii ENSPPYG00000013727
mandrillus_leucophaeus ENSMLEG00000008625
cercocebus_atys ENSCATG00000014427
papio_anubis ENSPANG00000011422
theropithecus_gelada ENSTGEG00000025359
macaca_mulatta ENSMMUG00000008628
macaca_fascicularis ENSMFAG00000044328
macaca_nemestrina ENSMNEG00000029599
chlorocebus_sabaeus ENSCSAG00000011626
rhinopithecus_bieti ENSRBIG00000015450
rhinopithecus_roxellana ENSRROG00000032719
piliocolobus_tephrosceles ENSPTEG00000028575
colobus_angolensis_palliatus ENSCANG00000035651
cebus_capucinus_imitator ENSCCAG00000027483
callithrix_jacchus ENSCJAG00000013357
saimiri_boliviensis_boliviensis ENSSBOG00000031092
aotus_nancymaae ENSANAG00000020335
carlito_syrichta ENSTSYG00000011117
prolemur_simus ENSPSMG00000017702
propithecus_coquereli ENSPCOG00000019527
otolemur_garnettii ENSOGAG00000002704
phascolarctos_cinereus ENSPCIG00000011808
notamacropus_eugenii ENSMEUG00000013376
sarcophilus_harrisii ENSSHAG00000016539
monodelphis_domestica ENSMODG00000003639
ornithorhynchus_anatinus ENSOANG00000000487
xenopus_tropicalis ENSXETG00000016168
latimeria_chalumnae ENSLACG00000013863
scophthalmus_maximus ENSSMAG00000006385
cynoglossus_semilaevis ENSCSEG00000018592
seriola_dumerili ENSSDUG00000020413
seriola_lalandi_dorsalis ENSSLDG00000007374
mastacembelus_armatus ENSMAMG00000024184
anabas_testudineus ENSATEG00000020404
fundulus_heteroclitus ENSFHEG00000006588
cyprinodon_variegatus ENSCVAG00000003950
poecilia_mexicana ENSPMEG00000017079
poecilia_latipinna ENSPLAG00000009187
poecilia_formosa ENSPFOG00000006617
poecilia_reticulata ENSPREG00000004671
gambusia_affinis ENSGAFG00000004344
xiphophorus_couchianus ENSXCOG00000012991
kryptolebias_marmoratus ENSKMAG00000009885
oryzias_latipes_asm223471v1 ENSORLG00020014919
oryzias_latipes_asm223467v1 ENSORLG00000013486
oryzias_latipes_asm223469v1 ENSORLG00015008828
oryzias_melastigma ENSOMEG00000004488
amphiprion_percula ENSAPEG00000018905
amphiprion_ocellaris ENSAOCG00000022546
acanthochromis_polyacanthus ENSAPOG00000016412
stegastes_partitus ENSSPAG00000019172
haplochromis_burtoni ENSHBUG00000007688
maylandia_zebra ENSMZEG00005026257
oreochromis_niloticus ENSONIG00000016947
amphilophus_citrinellus ENSACIG00000000062
labrus_bergylta ENSLBEG00000011574
hippocampus_comes ENSHCOG00000012433
takifugu_rubripes ENSTRUG00000012256
tetraodon_nigroviridis ENSTNIG00000012562
mola_mola ENSMMOG00000011647
gasterosteus_aculeatus ENSGACG00000003438
gadus_morhua ENSGMOG00000010223
esox_lucius ENSELUG00000000874
pygocentrus_nattereri ENSPNAG00000020335
ictalurus_punctatus ENSIPUG00000005162
scleropages_formosus ENSSFOG00015020628
paramormyrops_kingsleyae ENSPKIG00000024622
lepisosteus_oculatus ENSLOCG00000010083
castor_canadensis ENSCCNG00000031551
gadus_morhua ENSGMOG00000007869
eptatretus_burgeri ENSEBUG00000010652
