microcebus_murinus ENSMICG00000030890
cricetulus_griseus_crigri_1.0 ENSCGRG00000010506
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001062
cricetulus_griseus_crigri-picr ENSCGRG00015024312
cricetulus_griseus_crigri-picr ENSCGRG00015024314
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001327
cricetulus_griseus_crigri_1.0 ENSCGRG00000019321
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024476
cricetulus_griseus_crigri_1.0 ENSCGRG00000008365
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009790
cricetulus_griseus_crigri-picr ENSCGRG00015024231
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016213
cricetulus_griseus_crigri-picr ENSCGRG00015024258
cricetulus_griseus_crigri-picr ENSCGRG00015024345
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010453
cricetulus_griseus_crigri-picr ENSCGRG00015024323
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004825
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002080
cricetulus_griseus_crigri-picr ENSCGRG00015024320
microtus_ochrogaster ENSMOCG00000009523
microtus_ochrogaster ENSMOCG00000019752
peromyscus_maniculatus_bairdii ENSPEMG00000029335
peromyscus_maniculatus_bairdii ENSPEMG00000030388
peromyscus_maniculatus_bairdii ENSPEMG00000027091
peromyscus_maniculatus_bairdii ENSPEMG00000028901
peromyscus_maniculatus_bairdii ENSPEMG00000026570
peromyscus_maniculatus_bairdii ENSPEMG00000030886
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029430
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000115701
mus_spicilegus ENSMSIG00000001621
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029429
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029428
mus_spicilegus ENSMSIG00000029825
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000090346
mus_spicilegus ENSMSIG00000029820
rattus_norvegicus ENSRNOG00000052591
rattus_norvegicus ENSRNOG00000051995
rattus_norvegicus ENSRNOG00000054054
rattus_norvegicus ENSRNOG00000054932
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029450
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029449
mus_spicilegus ENSMSIG00000017490
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000115404
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000115644
rattus_norvegicus ENSRNOG00000057572
rattus_norvegicus ENSRNOG00000052492
rattus_norvegicus ENSRNOG00000032672
rattus_norvegicus ENSRNOG00000057171
mus_spicilegus ENSMSIG00000017375
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000071428
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000115253
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000115236
mus_spicilegus ENSMSIG00000017422
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029432
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028427
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022178
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000060699
mus_spicilegus ENSMSIG00000003722
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000115467
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000115482
mus_spicilegus ENSMSIG00000003614
mus_spicilegus ENSMSIG00000003740
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000091012
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000059375
mus_spicilegus ENSMSIG00000003765
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029470
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029472
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029473
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029471
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029474
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000115170
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028467
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000093755
mus_spicilegus ENSMSIG00000003551
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028468
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028469
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000062905
mus_spicilegus ENSMSIG00000003768
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028466
rattus_norvegicus ENSRNOG00000030085
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000115091
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029443
mus_spicilegus ENSMSIG00000017288
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029445
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029444
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000093376
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028433
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028434
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028432
mus_spicilegus ENSMSIG00000017339
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000048697
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029446
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028436
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000115507
mus_spicilegus ENSMSIG00000017307
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028439
rattus_norvegicus ENSRNOG00000058204
rattus_norvegicus ENSRNOG00000050376
rattus_norvegicus ENSRNOG00000051609
rattus_norvegicus ENSRNOG00000059448
rattus_norvegicus ENSRNOG00000060630
rattus_norvegicus ENSRNOG00000058994
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000091541
mus_spicilegus ENSMSIG00000017442
mus_spicilegus ENSMSIG00000017433
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000115181
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022177
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000093696
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000061208
mus_spicilegus ENSMSIG00000017455
rattus_norvegicus ENSRNOG00000051513
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000071893
rattus_norvegicus ENSRNOG00000057387
mus_spicilegus ENSMSIG00000017465
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000095670
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028437
mus_spicilegus ENSMSIG00000017316
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000115668
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028438
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000115199
mus_spicilegus ENSMSIG00000017365
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028431
rattus_norvegicus ENSRNOG00000047591
mus_spicilegus ENSMSIG00000017394
rattus_norvegicus ENSRNOG00000058549
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000064259
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029434
mus_spicilegus ENSMSIG00000017383
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028429
rattus_norvegicus ENSRNOG00000047851
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029435
mus_spicilegus ENSMSIG00000017367
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000114982
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028430
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022180
mus_spicilegus ENSMSIG00000017409
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000057981
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029433
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028428
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000091734
mus_spicilegus ENSMSIG00000017456
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028435
rattus_norvegicus ENSRNOG00000054359
rattus_norvegicus ENSRNOG00000054721
rattus_norvegicus ENSRNOG00000048807
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000115792
mus_spicilegus ENSMSIG00000017343
mus_spicilegus ENSMSIG00000017408
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000115705
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000091382
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029447
mus_spicilegus ENSMSIG00000017368
rattus_norvegicus ENSRNOG00000046199
mus_spicilegus ENSMSIG00000017331
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029436
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000115799
rattus_norvegicus ENSRNOG00000053451
rattus_norvegicus ENSRNOG00000056406
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029442
mus_spicilegus ENSMSIG00000017264
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000115343
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028440
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022186
rattus_norvegicus ENSRNOG00000031987
meriones_unguiculatus ENSMUGG00000009984
meriones_unguiculatus ENSMUGG00000003337
meriones_unguiculatus ENSMUGG00000005062
meriones_unguiculatus ENSMUGG00000006316
meriones_unguiculatus ENSMUGG00000021553
meriones_unguiculatus ENSMUGG00000005867
meriones_unguiculatus ENSMUGG00000024059
meriones_unguiculatus ENSMUGG00000009986
meriones_unguiculatus ENSMUGG00000003905
meriones_unguiculatus ENSMUGG00000020567
meriones_unguiculatus ENSMUGG00000009747
meriones_unguiculatus ENSMUGG00000009760
meriones_unguiculatus ENSMUGG00000001550
meriones_unguiculatus ENSMUGG00000006234
meriones_unguiculatus ENSMUGG00000020298
meriones_unguiculatus ENSMUGG00000024055
meriones_unguiculatus ENSMUGG00000005117
cricetulus_griseus_crigri-picr ENSCGRG00015003584
oryctolagus_cuniculus ENSOCUG00000022556
oryctolagus_cuniculus ENSOCUG00000026593
ursus_americanus ENSUAMG00000008116
mustela_putorius_furo ENSMPUG00000018546
pongo_abelii ENSPPYG00000019934
oryctolagus_cuniculus ENSOCUG00000022528
oryctolagus_cuniculus ENSOCUG00000026169
oryctolagus_cuniculus ENSOCUG00000023530
oryctolagus_cuniculus ENSOCUG00000023098
oryctolagus_cuniculus ENSOCUG00000024059
prolemur_simus ENSPSMG00000002130
chlorocebus_sabaeus ENSCSAG00000014551
dasypus_novemcinctus ENSDNOG00000040332
bos_taurus ENSBTAG00000023918
bison_bison_bison ENSBBBG00000001941
ovis_aries ENSOARG00000001292
equus_caballus ENSECAG00000003629
equus_asinus_asinus ENSEASG00005015447
equus_caballus ENSECAG00000014121
equus_asinus_asinus ENSEASG00005015448
canis_lupus_familiaris ENSCAFG00000004426
canis_lupus_dingo ENSCAFG00020005651
vulpes_vulpes ENSVVUG00000018145
bos_taurus ENSBTAG00000017173
bos_mutus ENSBMUG00000017074
bison_bison_bison ENSBBBG00000010906
capra_hircus ENSCHIG00000007622
ovis_aries ENSOARG00000001362
ailuropoda_melanoleuca ENSAMEG00000009479
otolemur_garnettii ENSOGAG00000031349
otolemur_garnettii ENSOGAG00000029241
pongo_abelii ENSPPYG00000013399
piliocolobus_tephrosceles ENSPTEG00000011837
urocitellus_parryii ENSUPAG00010001355
urocitellus_parryii ENSUPAG00010007187
mus_spicilegus ENSMSIG00000008965
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015798
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000091013
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014998
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028230
meriones_unguiculatus ENSMUGG00000025148
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010250
cricetulus_griseus_crigri-picr ENSCGRG00015009697
peromyscus_maniculatus_bairdii ENSPEMG00000030686
castor_canadensis ENSCCNG00000006747
marmota_marmota_marmota ENSMMMG00000011834
peromyscus_maniculatus_bairdii ENSPEMG00000027915
peromyscus_maniculatus_bairdii ENSPEMG00000025642
peromyscus_maniculatus_bairdii ENSPEMG00000025581
peromyscus_maniculatus_bairdii ENSPEMG00000031025
peromyscus_maniculatus_bairdii ENSPEMG00000029484
cricetulus_griseus_crigri-picr ENSCGRG00015013004
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000665
cricetulus_griseus_crigri_1.0 ENSCGRG00000015632
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000068232
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029655
mus_spicilegus ENSMSIG00000026106
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000068231
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029656
mus_spicilegus ENSMSIG00000026100
mus_spicilegus ENSMSIG00000026115
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000062818
mus_spicilegus ENSMSIG00000007801
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000044248
mus_spicilegus ENSMSIG00000026072
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022385
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000060724
mus_spicilegus ENSMSIG00000001396
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000057592
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029660
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022383
rattus_norvegicus ENSRNOG00000049645
rattus_norvegicus ENSRNOG00000051562
rattus_norvegicus ENSRNOG00000053093
rattus_norvegicus ENSRNOG00000055950
rattus_norvegicus ENSRNOG00000031140
meriones_unguiculatus ENSMUGG00000003124
meriones_unguiculatus ENSMUGG00000007189
meriones_unguiculatus ENSMUGG00000004739
rattus_norvegicus ENSRNOG00000048956
rattus_norvegicus ENSRNOG00000052138
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000060816
mus_spicilegus ENSMSIG00000007818
mus_spicilegus ENSMSIG00000007858
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000062546
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028639
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028640
meriones_unguiculatus ENSMUGG00000000947
meriones_unguiculatus ENSMUGG00000000956
nannospalax_galili ENSNGAG00000010769
meriones_unguiculatus ENSMUGG00000019204
meriones_unguiculatus ENSMUGG00000007180
meriones_unguiculatus ENSMUGG00000006592
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029657
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029658
mus_spicilegus ENSMSIG00000026080
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000068234
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022380
mus_spicilegus ENSMSIG00000009019
mus_spicilegus ENSMSIG00000001402
rattus_norvegicus ENSRNOG00000029263
rattus_norvegicus ENSRNOG00000058628
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000095932
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029661
mus_spicilegus ENSMSIG00000007735
mus_spicilegus ENSMSIG00000001413
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022382
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022381
rattus_norvegicus ENSRNOG00000057461
rattus_norvegicus ENSRNOG00000055542
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000094586
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000067262
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029654
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000057697
mus_spicilegus ENSMSIG00000026134
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029653
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000096051
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022379
rattus_norvegicus ENSRNOG00000060112
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000061653
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022384
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029662
mus_spicilegus ENSMSIG00000007765
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000094553
peromyscus_maniculatus_bairdii ENSPEMG00000024949
nannospalax_galili ENSNGAG00000008249
cricetulus_griseus_crigri-picr ENSCGRG00015012996
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016260
peromyscus_maniculatus_bairdii ENSPEMG00000026739
microtus_ochrogaster ENSMOCG00000014528
microtus_ochrogaster ENSMOCG00000018983
jaculus_jaculus ENSJJAG00000015764
meriones_unguiculatus ENSMUGG00000015898
meriones_unguiculatus ENSMUGG00000022970
meriones_unguiculatus ENSMUGG00000005661
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029664
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000047203
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011855
cricetulus_griseus_crigri-picr ENSCGRG00015013798
peromyscus_maniculatus_bairdii ENSPEMG00000028564
jaculus_jaculus ENSJJAG00000015738
castor_canadensis ENSCCNG00000015765
dipodomys_ordii ENSDORG00000028796
chinchilla_lanigera ENSCLAG00000006235
fukomys_damarensis ENSFDAG00000007686
chinchilla_lanigera ENSCLAG00000005993
chinchilla_lanigera ENSCLAG00000003147
cavia_aperea ENSCAPG00000001685
cavia_porcellus ENSCPOG00000035841
marmota_marmota_marmota ENSMMMG00000004138
marmota_marmota_marmota ENSMMMG00000003766
marmota_marmota_marmota ENSMMMG00000004127
ictidomys_tridecemlineatus ENSSTOG00000021970
urocitellus_parryii ENSUPAG00010004054
spermophilus_dauricus ENSSDAG00000018072
spermophilus_dauricus ENSSDAG00000014219
marmota_marmota_marmota ENSMMMG00000011832
urocitellus_parryii ENSUPAG00010009133
marmota_marmota_marmota ENSMMMG00000003771
urocitellus_parryii ENSUPAG00010023279
ictidomys_tridecemlineatus ENSSTOG00000027027
spermophilus_dauricus ENSSDAG00000012358
urocitellus_parryii ENSUPAG00010014603
oryctolagus_cuniculus ENSOCUG00000022771
oryctolagus_cuniculus ENSOCUG00000025288
oryctolagus_cuniculus ENSOCUG00000022339
oryctolagus_cuniculus ENSOCUG00000026488
oryctolagus_cuniculus ENSOCUG00000026294
oryctolagus_cuniculus ENSOCUG00000025087
oryctolagus_cuniculus ENSOCUG00000021715
oryctolagus_cuniculus ENSOCUG00000021701
oryctolagus_cuniculus ENSOCUG00000023963
spermophilus_dauricus ENSSDAG00000021374
urocitellus_parryii ENSUPAG00010005401
marmota_marmota_marmota ENSMMMG00000003967
spermophilus_dauricus ENSSDAG00000007056
marmota_marmota_marmota ENSMMMG00000003937
rattus_norvegicus ENSRNOG00000058136
cricetulus_griseus_crigri-picr ENSCGRG00015012934
marmota_marmota_marmota ENSMMMG00000004006
spermophilus_dauricus ENSSDAG00000018077
marmota_marmota_marmota ENSMMMG00000011798
spermophilus_dauricus ENSSDAG00000018102
urocitellus_parryii ENSUPAG00010023277
marmota_marmota_marmota ENSMMMG00000004163
marmota_marmota_marmota ENSMMMG00000011805
spermophilus_dauricus ENSSDAG00000001936
oryctolagus_cuniculus ENSOCUG00000028079
spermophilus_dauricus ENSSDAG00000002009
spermophilus_dauricus ENSSDAG00000018023
oryctolagus_cuniculus ENSOCUG00000023991
oryctolagus_cuniculus ENSOCUG00000025294
oryctolagus_cuniculus ENSOCUG00000027482
oryctolagus_cuniculus ENSOCUG00000026328
oryctolagus_cuniculus ENSOCUG00000021500
oryctolagus_cuniculus ENSOCUG00000027730
oryctolagus_cuniculus ENSOCUG00000025073
oryctolagus_cuniculus ENSOCUG00000024377
oryctolagus_cuniculus ENSOCUG00000025950
oryctolagus_cuniculus ENSOCUG00000021879
oryctolagus_cuniculus ENSOCUG00000027816
oryctolagus_cuniculus ENSOCUG00000021657
oryctolagus_cuniculus ENSOCUG00000025712
oryctolagus_cuniculus ENSOCUG00000026207
oryctolagus_cuniculus ENSOCUG00000022158
oryctolagus_cuniculus ENSOCUG00000025218
oryctolagus_cuniculus ENSOCUG00000022629
oryctolagus_cuniculus ENSOCUG00000021521
oryctolagus_cuniculus ENSOCUG00000026534
oryctolagus_cuniculus ENSOCUG00000023892
oryctolagus_cuniculus ENSOCUG00000025808
dasypus_novemcinctus ENSDNOG00000038640
dasypus_novemcinctus ENSDNOG00000048914
dasypus_novemcinctus ENSDNOG00000047038
dasypus_novemcinctus ENSDNOG00000046445
dasypus_novemcinctus ENSDNOG00000046959
urocitellus_parryii ENSUPAG00010014355
urocitellus_parryii ENSUPAG00010001350
spermophilus_dauricus ENSSDAG00000007073
spermophilus_dauricus ENSSDAG00000014838
spermophilus_dauricus ENSSDAG00000007039
urocitellus_parryii ENSUPAG00010005411
urocitellus_parryii ENSUPAG00010014364
urocitellus_parryii ENSUPAG00010014368
oryctolagus_cuniculus ENSOCUG00000027158
ailuropoda_melanoleuca ENSAMEG00000009464
canis_lupus_familiaris ENSCAFG00000004435
dasypus_novemcinctus ENSDNOG00000046059
gorilla_gorilla ENSGGOG00000002427
homo_sapiens ENSG00000197617
pan_paniscus ENSPPAG00000029501
nomascus_leucogenys ENSNLEG00000004260
pongo_abelii ENSPPYG00000000038
equus_caballus ENSECAG00000033206
equus_asinus_asinus ENSEASG00005017951
cavia_aperea ENSCAPG00000000054
cavia_porcellus ENSCPOG00000022083
chinchilla_lanigera ENSCLAG00000002521
fukomys_damarensis ENSFDAG00000009222
octodon_degus ENSODEG00000012074
chinchilla_lanigera ENSCLAG00000001984
octodon_degus ENSODEG00000012485
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003600
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010469
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000069297
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019158
mus_spicilegus ENSMSIG00000001539
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018304
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019363
meriones_unguiculatus ENSMUGG00000011632
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001748
cricetulus_griseus_crigri-picr ENSCGRG00015007642
cricetulus_griseus_crigri-picr ENSCGRG00015007676
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009070
peromyscus_maniculatus_bairdii ENSPEMG00000024711
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019165
mus_spicilegus ENSMSIG00000001688
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000094898
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019366
mus_spicilegus ENSMSIG00000003006
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019157
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018302
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000099787
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019176
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000099917
mus_spicilegus ENSMSIG00000001920
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019354
mus_spicilegus ENSMSIG00000001945
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000115020
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019356
mus_spicilegus ENSMSIG00000001982
meriones_unguiculatus ENSMUGG00000011652
meriones_unguiculatus ENSMUGG00000014359
meriones_unguiculatus ENSMUGG00000014300
peromyscus_maniculatus_bairdii ENSPEMG00000024451
peromyscus_maniculatus_bairdii ENSPEMG00000028858
peromyscus_maniculatus_bairdii ENSPEMG00000031403
peromyscus_maniculatus_bairdii ENSPEMG00000026690
mesocricetus_auratus ENSMAUG00000019351
mesocricetus_auratus ENSMAUG00000000277
cricetulus_griseus_crigri-picr ENSCGRG00015007645
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009702
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000095125
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019162
mus_spicilegus ENSMSIG00000001628
meriones_unguiculatus ENSMUGG00000014339
meriones_unguiculatus ENSMUGG00000026041
meriones_unguiculatus ENSMUGG00000025300
meriones_unguiculatus ENSMUGG00000005389
meriones_unguiculatus ENSMUGG00000011657
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019159
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000069296
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018305
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019364
peromyscus_maniculatus_bairdii ENSPEMG00000024550
peromyscus_maniculatus_bairdii ENSPEMG00000013773
cricetulus_griseus_crigri_1.0 ENSCGRG00000014473
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015083
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019166
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019167
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000094379
mus_spicilegus ENSMSIG00000001700
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019367
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000115697
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000116057
mus_spicilegus ENSMSIG00000001928
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018308
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019355
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019177
meriones_unguiculatus ENSMUGG00000014318
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000046932
mus_spicilegus ENSMSIG00000001521
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018303
