oryzias_latipes_asm223467v1 ENSORLG00000016323
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006281
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009384
urocitellus_parryii ENSUPAG00010011236
marmota_marmota_marmota ENSMMMG00000023529
spermophilus_dauricus ENSSDAG00000008857
ictidomys_tridecemlineatus ENSSTOG00000028825
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031550
mus_spicilegus ENSMSIG00000017912
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030745
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030435
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013645
rattus_norvegicus ENSRNOG00000015773
meriones_unguiculatus ENSMUGG00000022666
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014015
cricetulus_griseus_crigri-picr ENSCGRG00015026428
cricetulus_griseus_crigri_1.0 ENSCGRG00000009347
mesocricetus_auratus ENSMAUG00000014018
peromyscus_maniculatus_bairdii ENSPEMG00000017172
microtus_ochrogaster ENSMOCG00000014413
nannospalax_galili ENSNGAG00000020222
jaculus_jaculus ENSJJAG00000012663
castor_canadensis ENSCCNG00000011438
ochotona_princeps ENSOPRG00000005969
oryctolagus_cuniculus ENSOCUG00000016437
tupaia_belangeri ENSTBEG00000014358
pan_paniscus ENSPPAG00000041431
pan_troglodytes ENSPTRG00000052817
homo_sapiens ENSG00000103522
gorilla_gorilla ENSGGOG00000041263
pongo_abelii ENSPPYG00000007214
nomascus_leucogenys ENSNLEG00000011639
cercocebus_atys ENSCATG00000042693
mandrillus_leucophaeus ENSMLEG00000030912
theropithecus_gelada ENSTGEG00000017753
papio_anubis ENSPANG00000011264
macaca_fascicularis ENSMFAG00000001191
macaca_mulatta ENSMMUG00000008252
macaca_nemestrina ENSMNEG00000041378
chlorocebus_sabaeus ENSCSAG00000006436
colobus_angolensis_palliatus ENSCANG00000029108
piliocolobus_tephrosceles ENSPTEG00000020177
rhinopithecus_roxellana ENSRROG00000032040
saimiri_boliviensis_boliviensis ENSSBOG00000033923
cebus_capucinus_imitator ENSCCAG00000023541
callithrix_jacchus ENSCJAG00000031444
aotus_nancymaae ENSANAG00000032742
carlito_syrichta ENSTSYG00000034851
prolemur_simus ENSPSMG00000000705
microcebus_murinus ENSMICG00000028006
propithecus_coquereli ENSPCOG00000022034
otolemur_garnettii ENSOGAG00000003848
pteropus_vampyrus ENSPVAG00000014936
myotis_lucifugus ENSMLUG00000005079
ursus_maritimus ENSUMAG00000006302
ursus_americanus ENSUAMG00000012293
ailuropoda_melanoleuca ENSAMEG00000011163
neovison_vison ENSNVIG00000007292
mustela_putorius_furo ENSMPUG00000012953
canis_lupus_familiaris ENSCAFG00000032590
canis_lupus_dingo ENSCAFG00020010771
vulpes_vulpes ENSVVUG00000024119
panthera_pardus ENSPPRG00000004198
panthera_tigris_altaica ENSPTIG00000008459
felis_catus ENSFCAG00000009924
equus_asinus_asinus ENSEASG00005017341
equus_caballus ENSECAG00000019322
tursiops_truncatus ENSTTRG00000009540
sus_scrofa ENSSSCG00000007816
capra_hircus ENSCHIG00000023851
ovis_aries ENSOARG00000018894
bos_taurus ENSBTAG00000019567
bos_mutus ENSBMUG00000014389
bison_bison_bison ENSBBBG00000019279
vicugna_pacos ENSVPAG00000007520
procavia_capensis ENSPCAG00000004455
loxodonta_africana ENSLAFG00000001497
echinops_telfairi ENSETEG00000009077
dasypus_novemcinctus ENSDNOG00000004651
ornithorhynchus_anatinus ENSOANG00000014810
xenopus_tropicalis ENSXETG00000004024
latimeria_chalumnae ENSLACG00000004012
