serinus_canaria ENSSCAG00000003518
poecilia_mexicana ENSPMEG00000000805
poecilia_reticulata ENSPREG00000000949
poecilia_latipinna ENSPLAG00000007840
gambusia_affinis ENSGAFG00000011593
cyprinodon_variegatus ENSCVAG00000022502
kryptolebias_marmoratus ENSKMAG00000007104
oryzias_latipes_asm223469v1 ENSORLG00015020696
oryzias_latipes_asm223471v1 ENSORLG00020001484
oryzias_latipes_asm223467v1 ENSORLG00000013953
oryzias_melastigma ENSOMEG00000006859
amphiprion_percula ENSAPEG00000021829
amphiprion_ocellaris ENSAOCG00000019531
stegastes_partitus ENSSPAG00000016245
acanthochromis_polyacanthus ENSAPOG00000018192
maylandia_zebra ENSMZEG00005003191
astatotilapia_calliptera ENSACLG00000002894
haplochromis_burtoni ENSHBUG00000012849
pundamilia_nyererei ENSPNYG00000001376
amphilophus_citrinellus ENSACIG00000012660
mola_mola ENSMMOG00000016414
mola_mola ENSMMOG00000007722
seriola_dumerili ENSSDUG00000020813
seriola_dumerili ENSSDUG00000020798
seriola_dumerili ENSSDUG00000023774
scophthalmus_maximus ENSSMAG00000017168
bison_bison_bison ENSBBBG00000001633
petromyzon_marinus ENSPMAG00000002259
eptatretus_burgeri ENSEBUG00000014615
eptatretus_burgeri ENSEBUG00000007238
eptatretus_burgeri ENSEBUG00000009364
