fundulus_heteroclitus ENSFHEG00000007722
piliocolobus_tephrosceles ENSPTEG00000037031
papio_anubis ENSPANG00000025822
theropithecus_gelada ENSTGEG00000026506
cercocebus_atys ENSCATG00000039919
mandrillus_leucophaeus ENSMLEG00000033900
macaca_fascicularis ENSMFAG00000033951
macaca_mulatta ENSMMUG00000020124
macaca_nemestrina ENSMNEG00000009863
chlorocebus_sabaeus ENSCSAG00000013241
cebus_capucinus_imitator ENSCCAG00000024641
saimiri_boliviensis_boliviensis ENSSBOG00000020243
callithrix_jacchus ENSCJAG00000020273
aotus_nancymaae ENSANAG00000031101
carlito_syrichta ENSTSYG00000011454
microcebus_murinus ENSMICG00000003316
propithecus_coquereli ENSPCOG00000027263
otolemur_garnettii ENSOGAG00000027630
tupaia_belangeri ENSTBEG00000016357
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024392
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023475
mus_spicilegus ENSMSIG00000015637
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000035875
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024932
meriones_unguiculatus ENSMUGG00000009187
cricetulus_griseus_crigri-picr ENSCGRG00015002529
cricetulus_griseus_crigri-picr ENSCGRG00015002746
microtus_ochrogaster ENSMOCG00000013729
peromyscus_maniculatus_bairdii ENSPEMG00000023612
nannospalax_galili ENSNGAG00000013196
castor_canadensis ENSCCNG00000014984
chinchilla_lanigera ENSCLAG00000016584
octodon_degus ENSODEG00000003105
fukomys_damarensis ENSFDAG00000013980
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018095
marmota_marmota_marmota ENSMMMG00000019194
urocitellus_parryii ENSUPAG00010008175
fukomys_damarensis ENSFDAG00000008024
equus_asinus_asinus ENSEASG00005021954
equus_caballus ENSECAG00000031073
bison_bison_bison ENSBBBG00000019266
bos_mutus ENSBMUG00000016178
bos_taurus ENSBTAG00000012210
ovis_aries ENSOARG00000005582
capra_hircus ENSCHIG00000011041
tursiops_truncatus ENSTTRG00000010357
sus_scrofa ENSSSCG00000005512
vicugna_pacos ENSVPAG00000009197
equus_caballus ENSECAG00000020296
equus_asinus_asinus ENSEASG00005021960
ursus_maritimus ENSUMAG00000004029
ursus_americanus ENSUAMG00000001661
ailuropoda_melanoleuca ENSAMEG00000001045
mustela_putorius_furo ENSMPUG00000007615
neovison_vison ENSNVIG00000009776
canis_lupus_dingo ENSCAFG00020009142
canis_lupus_familiaris ENSCAFG00000003591
vulpes_vulpes ENSVVUG00000011984
panthera_tigris_altaica ENSPTIG00000015109
panthera_pardus ENSPPRG00000012216
felis_catus ENSFCAG00000000645
pteropus_vampyrus ENSPVAG00000011786
myotis_lucifugus ENSMLUG00000009610
erinaceus_europaeus ENSEEUG00000002909
procavia_capensis ENSPCAG00000016914
loxodonta_africana ENSLAFG00000013034
echinops_telfairi ENSETEG00000005450
choloepus_hoffmanni ENSCHOG00000009323
dasypus_novemcinctus ENSDNOG00000014163
sorex_araneus ENSSARG00000007024
otolemur_garnettii ENSOGAG00000027063
ovis_aries ENSOARG00000005550
notamacropus_eugenii ENSMEUG00000012964
phascolarctos_cinereus ENSPCIG00000021387
sarcophilus_harrisii ENSSHAG00000017518
monodelphis_domestica ENSMODG00000019641
xenopus_tropicalis ENSXETG00000019600
latimeria_chalumnae ENSLACG00000012370
