procavia_capensis ENSPCAG00000002805
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005154
cricetulus_griseus_crigri-picr ENSCGRG00015000281
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010009
cricetulus_griseus_crigri-picr ENSCGRG00015000353
peromyscus_maniculatus_bairdii ENSPEMG00000013166
peromyscus_maniculatus_bairdii ENSPEMG00000012718
cricetulus_griseus_crigri_1.0 ENSCGRG00000002518
jaculus_jaculus ENSJJAG00000021492
fukomys_damarensis ENSFDAG00000008759
fukomys_damarensis ENSFDAG00000010262
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019667
octodon_degus ENSODEG00000011435
octodon_degus ENSODEG00000011904
cavia_aperea ENSCAPG00000007761
octodon_degus ENSODEG00000012003
chinchilla_lanigera ENSCLAG00000012211
tupaia_belangeri ENSTBEG00000001783
tupaia_belangeri ENSTBEG00000002682
ochotona_princeps ENSOPRG00000016638
oryctolagus_cuniculus ENSOCUG00000004558
pan_troglodytes ENSPTRG00000017334
pan_paniscus ENSPPAG00000000875
homo_sapiens ENSG00000113209
gorilla_gorilla ENSGGOG00000008995
pongo_abelii ENSPPYG00000015877
nomascus_leucogenys ENSNLEG00000009491
mandrillus_leucophaeus ENSMLEG00000031142
cercocebus_atys ENSCATG00000021394
macaca_fascicularis ENSMFAG00000003620
chlorocebus_sabaeus ENSCSAG00000000488
theropithecus_gelada ENSTGEG00000026558
papio_anubis ENSPANG00000014179
colobus_angolensis_palliatus ENSCANG00000011630
piliocolobus_tephrosceles ENSPTEG00000027734
rhinopithecus_roxellana ENSRROG00000022029
rhinopithecus_bieti ENSRBIG00000037547
saimiri_boliviensis_boliviensis ENSSBOG00000035676
cebus_capucinus_imitator ENSCCAG00000034704
otolemur_garnettii ENSOGAG00000011372
pteropus_vampyrus ENSPVAG00000002360
myotis_lucifugus ENSMLUG00000010066
sorex_araneus ENSSARG00000002746
erinaceus_europaeus ENSEEUG00000001831
tursiops_truncatus ENSTTRG00000002341
capra_hircus ENSCHIG00000013834
ursus_americanus ENSUAMG00000000061
ursus_maritimus ENSUMAG00000012770
ailuropoda_melanoleuca ENSAMEG00000010718
vulpes_vulpes ENSVVUG00000017382
canis_lupus_dingo ENSCAFG00020021250
panthera_pardus ENSPPRG00000016447
panthera_tigris_altaica ENSPTIG00000005325
felis_catus ENSFCAG00000045263
equus_asinus_asinus ENSEASG00005018112
spermophilus_dauricus ENSSDAG00000019171
marmota_marmota_marmota ENSMMMG00000011371
spermophilus_dauricus ENSSDAG00000019156
urocitellus_parryii ENSUPAG00010008056
marmota_marmota_marmota ENSMMMG00000011349
spermophilus_dauricus ENSSDAG00000019152
marmota_marmota_marmota ENSMMMG00000011331
ictidomys_tridecemlineatus ENSSTOG00000031947
urocitellus_parryii ENSUPAG00010008052
spermophilus_dauricus ENSSDAG00000019150
marmota_marmota_marmota ENSMMMG00000011326
ornithorhynchus_anatinus ENSOANG00000029983
