gasterosteus_aculeatus ENSGACG00000002340
meleagris_gallopavo ENSMGAG00000005310
numida_meleagris ENSNMEG00000017079
apteryx_rowi ENSARWG00000008985
apteryx_haastii ENSAHAG00000001618
apteryx_owenii ENSAOWG00000010476
nothoprocta_perdicaria ENSNPEG00000010734
tursiops_truncatus ENSTTRG00000006670
sus_scrofa ENSSSCG00000010267
capra_hircus ENSCHIG00000009889
ovis_aries ENSOARG00000006043
bos_mutus ENSBMUG00000016738
bos_taurus ENSBTAG00000005666
bison_bison_bison ENSBBBG00000021778
vicugna_pacos ENSVPAG00000002633
equus_caballus ENSECAG00000015466
equus_asinus_asinus ENSEASG00005016051
myotis_lucifugus ENSMLUG00000029603
myotis_lucifugus ENSMLUG00000015290
myotis_lucifugus ENSMLUG00000028522
pteropus_vampyrus ENSPVAG00000000102
erinaceus_europaeus ENSEEUG00000002138
ailuropoda_melanoleuca ENSAMEG00000017850
ursus_americanus ENSUAMG00000003754
neovison_vison ENSNVIG00000010945
mustela_putorius_furo ENSMPUG00000004310
canis_lupus_dingo ENSCAFG00020025878
vulpes_vulpes ENSVVUG00000021615
ursus_maritimus ENSUMAG00000007964
canis_lupus_familiaris ENSCAFG00000014045
panthera_tigris_altaica ENSPTIG00000014791
panthera_pardus ENSPPRG00000021202
felis_catus ENSFCAG00000001228
oryctolagus_cuniculus ENSOCUG00000016021
ochotona_princeps ENSOPRG00000015814
fukomys_damarensis ENSFDAG00000016468
tupaia_belangeri ENSTBEG00000003566
prolemur_simus ENSPSMG00000007422
propithecus_coquereli ENSPCOG00000022500
microcebus_murinus ENSMICG00000015067
otolemur_garnettii ENSOGAG00000010085
pan_troglodytes ENSPTRG00000002588
pan_paniscus ENSPPAG00000040023
homo_sapiens ENSG00000172731
gorilla_gorilla ENSGGOG00000014113
pongo_abelii ENSPPYG00000002372
nomascus_leucogenys ENSNLEG00000031664
macaca_nemestrina ENSMNEG00000028501
macaca_fascicularis ENSMFAG00000041994
macaca_mulatta ENSMMUG00000014846
theropithecus_gelada ENSTGEG00000028901
papio_anubis ENSPANG00000022262
cercocebus_atys ENSCATG00000013053
mandrillus_leucophaeus ENSMLEG00000031698
chlorocebus_sabaeus ENSCSAG00000008285
rhinopithecus_bieti ENSRBIG00000037874
rhinopithecus_roxellana ENSRROG00000033880
colobus_angolensis_palliatus ENSCANG00000038287
piliocolobus_tephrosceles ENSPTEG00000032537
saimiri_boliviensis_boliviensis ENSSBOG00000004099
callithrix_jacchus ENSCJAG00000016341
cebus_capucinus_imitator ENSCCAG00000023860
aotus_nancymaae ENSANAG00000027549
carlito_syrichta ENSTSYG00000008661
castor_canadensis ENSCCNG00000030862
dipodomys_ordii ENSDORG00000015982
chinchilla_lanigera ENSCLAG00000013887
octodon_degus ENSODEG00000014868
cavia_aperea ENSCAPG00000017034
cavia_porcellus ENSCPOG00000034939
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006832
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011623
cricetulus_griseus_crigri_1.0 ENSCGRG00000014708
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016697
mesocricetus_auratus ENSMAUG00000011702
microtus_ochrogaster ENSMOCG00000015935
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037151
mus_spicilegus ENSMSIG00000013576
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016180
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015369
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030785
rattus_norvegicus ENSRNOG00000000560
meriones_unguiculatus ENSMUGG00000004261
peromyscus_maniculatus_bairdii ENSPEMG00000027048
nannospalax_galili ENSNGAG00000021580
jaculus_jaculus ENSJJAG00000021553
urocitellus_parryii ENSUPAG00010004461
spermophilus_dauricus ENSSDAG00000013650
ictidomys_tridecemlineatus ENSSTOG00000025273
marmota_marmota_marmota ENSMMMG00000007191
loxodonta_africana ENSLAFG00000004053
procavia_capensis ENSPCAG00000002747
dasypus_novemcinctus ENSDNOG00000041213
sorex_araneus ENSSARG00000008842
echinops_telfairi ENSETEG00000017175
notamacropus_eugenii ENSMEUG00000004324
phascolarctos_cinereus ENSPCIG00000015284
sarcophilus_harrisii ENSSHAG00000009270
monodelphis_domestica ENSMODG00000012169
ornithorhynchus_anatinus ENSOANG00000000425
xenopus_tropicalis ENSXETG00000025653
latimeria_chalumnae ENSLACG00000016214
eptatretus_burgeri ENSEBUG00000016074
drosophila_melanogaster FBgn0030357
caenorhabditis_elegans_strain_n2 WBGene00010675
