poecilia_formosa ENSPFOG00000019437
manacus_vitellinus ENSMVIG00005015686
manacus_vitellinus ENSMVIG00005014565
lepidothrix_coronata ENSLCOG00000008349
taeniopygia_guttata ENSTGUG00000012148
lonchura_striata_domestica ENSLSDG00000005533
parus_major ENSPMJG00000010210
cyanistes_caeruleus ENSCCEG00000006456
junco_hyemalis ENSJHYG00000002541
zonotrichia_albicollis ENSZALG00000012132
serinus_canaria ENSSCAG00000006102
ficedula_albicollis ENSFALG00000005953
melopsittacus_undulatus ENSMUNG00000004632
apteryx_haastii ENSAHAG00000008789
apteryx_rowi ENSARWG00000017938
apteryx_owenii ENSAOWG00000000521
dromaius_novaehollandiae ENSDNVG00000005283
nothoprocta_perdicaria ENSNPEG00000015392
crocodylus_porosus ENSCPRG00005005251
chelonoidis_abingdonii ENSCABG00000013816
gopherus_agassizii ENSGAGG00000025286
chrysemys_picta_bellii ENSCPBG00000026056
pelodiscus_sinensis ENSPSIG00000007192
pogona_vitticeps ENSPVIG00000007037
anolis_carolinensis ENSACAG00000009420
notechis_scutatus ENSNSUG00000012417
salvator_merianae ENSSMRG00000021137
phascolarctos_cinereus ENSPCIG00000026188
notamacropus_eugenii ENSMEUG00000002782
sarcophilus_harrisii ENSSHAG00000005852
monodelphis_domestica ENSMODG00000005593
ornithorhynchus_anatinus ENSOANG00000013862
mus_spicilegus ENSMSIG00000006642
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020652
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000054196
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019755
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019764
rattus_norvegicus ENSRNOG00000004578
meriones_unguiculatus ENSMUGG00000016051
meriones_unguiculatus ENSMUGG00000016106
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011914
cricetulus_griseus_crigri-picr ENSCGRG00015027230
mesocricetus_auratus ENSMAUG00000018877
microtus_ochrogaster ENSMOCG00000003229
peromyscus_maniculatus_bairdii ENSPEMG00000016828
nannospalax_galili ENSNGAG00000020040
jaculus_jaculus ENSJJAG00000007630
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007218
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003231
fukomys_damarensis ENSFDAG00000013146
cavia_aperea ENSCAPG00000013563
cavia_porcellus ENSCPOG00000012284
chinchilla_lanigera ENSCLAG00000004942
octodon_degus ENSODEG00000000941
spermophilus_dauricus ENSSDAG00000002529
ictidomys_tridecemlineatus ENSSTOG00000007977
urocitellus_parryii ENSUPAG00010012368
marmota_marmota_marmota ENSMMMG00000016449
castor_canadensis ENSCCNG00000025908
dipodomys_ordii ENSDORG00000029687
carlito_syrichta ENSTSYG00000005782
mustela_putorius_furo ENSMPUG00000015116
neovison_vison ENSNVIG00000001341
ursus_maritimus ENSUMAG00000019803
ursus_americanus ENSUAMG00000017929
ailuropoda_melanoleuca ENSAMEG00000001620
canis_lupus_familiaris ENSCAFG00000000656
canis_lupus_dingo ENSCAFG00020002983
vulpes_vulpes ENSVVUG00000016836
panthera_tigris_altaica ENSPTIG00000016759
panthera_pardus ENSPPRG00000004807
felis_catus ENSFCAG00000005030
ovis_aries ENSOARG00000016509
capra_hircus ENSCHIG00000012791
bos_mutus ENSBMUG00000026046
bos_taurus ENSBTAG00000032591
bison_bison_bison ENSBBBG00000007653
tursiops_truncatus ENSTTRG00000015794
vicugna_pacos ENSVPAG00000006721
sus_scrofa ENSSSCG00000006051
myotis_lucifugus ENSMLUG00000000262
myotis_lucifugus ENSMLUG00000022593
pteropus_vampyrus ENSPVAG00000017174
equus_caballus ENSECAG00000020399
equus_asinus_asinus ENSEASG00005001285
dasypus_novemcinctus ENSDNOG00000036937
choloepus_hoffmanni ENSCHOG00000007606
loxodonta_africana ENSLAFG00000006121
prolemur_simus ENSPSMG00000013487
microcebus_murinus ENSMICG00000006894
propithecus_coquereli ENSPCOG00000019657
otolemur_garnettii ENSOGAG00000002275
pan_paniscus ENSPPAG00000028626
pan_troglodytes ENSPTRG00000020491
homo_sapiens ENSG00000164932
gorilla_gorilla ENSGGOG00000001962
pongo_abelii ENSPPYG00000018807
nomascus_leucogenys ENSNLEG00000003773
cercocebus_atys ENSCATG00000035908
mandrillus_leucophaeus ENSMLEG00000029976
papio_anubis ENSPANG00000009895
macaca_fascicularis ENSMFAG00000044699
macaca_nemestrina ENSMNEG00000038540
macaca_mulatta ENSMMUG00000019402
theropithecus_gelada ENSTGEG00000004310
chlorocebus_sabaeus ENSCSAG00000011899
rhinopithecus_bieti ENSRBIG00000038046
rhinopithecus_roxellana ENSRROG00000031023
piliocolobus_tephrosceles ENSPTEG00000008032
cebus_capucinus_imitator ENSCCAG00000026640
callithrix_jacchus ENSCJAG00000016167
saimiri_boliviensis_boliviensis ENSSBOG00000019766
aotus_nancymaae ENSANAG00000022546
oryctolagus_cuniculus ENSOCUG00000009184
ochotona_princeps ENSOPRG00000008966
sphenodon_punctatus ENSSPUG00000009107
sphenodon_punctatus ENSSPUG00000009120
tupaia_belangeri ENSTBEG00000015599
colobus_angolensis_palliatus ENSCANG00000041398
procavia_capensis ENSPCAG00000007565
echinops_telfairi ENSETEG00000004775
xenopus_tropicalis ENSXETG00000004104
latimeria_chalumnae ENSLACG00000014065
ciona_intestinalis ENSCING00000007624
ciona_savignyi ENSCSAVG00000008532
