cynoglossus_semilaevis ENSCSEG00000004619
mesocricetus_auratus ENSMAUG00000009149
nannospalax_galili ENSNGAG00000000090
jaculus_jaculus ENSJJAG00000002971
urocitellus_parryii ENSUPAG00010000153
ictidomys_tridecemlineatus ENSSTOG00000005502
spermophilus_dauricus ENSSDAG00000001327
marmota_marmota_marmota ENSMMMG00000015208
bos_mutus ENSBMUG00000013436
bos_taurus ENSBTAG00000008428
bison_bison_bison ENSBBBG00000001449
ovis_aries ENSOARG00000016081
ovis_aries ENSOARG00000002061
capra_hircus ENSCHIG00000014663
tursiops_truncatus ENSTTRG00000012047
sus_scrofa ENSSSCG00000030388
ursus_americanus ENSUAMG00000014876
ursus_maritimus ENSUMAG00000009460
ailuropoda_melanoleuca ENSAMEG00000004732
mustela_putorius_furo ENSMPUG00000018166
neovison_vison ENSNVIG00000022249
canis_lupus_familiaris ENSCAFG00000032173
canis_lupus_familiaris ENSCAFG00000014262
canis_lupus_dingo ENSCAFG00020024306
vulpes_vulpes ENSVVUG00000010226
panthera_pardus ENSPPRG00000012162
panthera_tigris_altaica ENSPTIG00000009680
felis_catus ENSFCAG00000011892
pteropus_vampyrus ENSPVAG00000000356
erinaceus_europaeus ENSEEUG00000004386
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008123
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009669
fukomys_damarensis ENSFDAG00000017714
octodon_degus ENSODEG00000014180
octodon_degus ENSODEG00000013351
chinchilla_lanigera ENSCLAG00000010724
cavia_porcellus ENSCPOG00000025236
cavia_aperea ENSCAPG00000011085
ochotona_princeps ENSOPRG00000015085
oryctolagus_cuniculus ENSOCUG00000014902
equus_caballus ENSECAG00000008193
equus_asinus_asinus ENSEASG00005018007
ornithorhynchus_anatinus ENSOANG00000003089
xenopus_tropicalis ENSXETG00000015681
latimeria_chalumnae ENSLACG00000002763
petromyzon_marinus ENSPMAG00000003514
eptatretus_burgeri ENSEBUG00000016113
