xenopus_tropicalis ENSXETG00000000581
macaca_fascicularis ENSMFAG00000042783
macaca_nemestrina ENSMNEG00000045499
chlorocebus_sabaeus ENSCSAG00000006061
pan_troglodytes ENSPTRG00000004913
pan_paniscus ENSPPAG00000029652
gorilla_gorilla ENSGGOG00000001582
homo_sapiens ENSG00000161791
pongo_abelii ENSPPYG00000004493
piliocolobus_tephrosceles ENSPTEG00000006792
mus_spicilegus ENSMSIG00000003188
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021159
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000023008
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020264
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020267
rattus_norvegicus ENSRNOG00000056297
meriones_unguiculatus ENSMUGG00000026530
cricetulus_griseus_crigri-picr ENSCGRG00015007567
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011154
cricetulus_griseus_crigri_1.0 ENSCGRG00000000959
mesocricetus_auratus ENSMAUG00000015480
microtus_ochrogaster ENSMOCG00000007174
peromyscus_maniculatus_bairdii ENSPEMG00000022670
nannospalax_galili ENSNGAG00000004258
jaculus_jaculus ENSJJAG00000015497
castor_canadensis ENSCCNG00000031538
dipodomys_ordii ENSDORG00000000273
urocitellus_parryii ENSUPAG00010009805
ictidomys_tridecemlineatus ENSSTOG00000001149
spermophilus_dauricus ENSSDAG00000014525
marmota_marmota_marmota ENSMMMG00000023122
chinchilla_lanigera ENSCLAG00000000779
octodon_degus ENSODEG00000011056
cavia_porcellus ENSCPOG00000001888
cavia_aperea ENSCAPG00000017755
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007126
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016434
fukomys_damarensis ENSFDAG00000012153
vicugna_pacos ENSVPAG00000002326
loxodonta_africana ENSLAFG00000014702
dasypus_novemcinctus ENSDNOG00000016285
phascolarctos_cinereus ENSPCIG00000026832
notamacropus_eugenii ENSMEUG00000000908
sarcophilus_harrisii ENSSHAG00000009503
anolis_carolinensis ENSACAG00000008940
pogona_vitticeps ENSPVIG00000016030
notechis_scutatus ENSNSUG00000018212
salvator_merianae ENSSMRG00000009293
scleropages_formosus ENSSFOG00015006230
paramormyrops_kingsleyae ENSPKIG00000004131
scleropages_formosus ENSSFOG00015015464
paramormyrops_kingsleyae ENSPKIG00000006959
gasterosteus_aculeatus ENSGACG00000009263
labrus_bergylta ENSLBEG00000011643
mola_mola ENSMMOG00000009159
anabas_testudineus ENSATEG00000022415
monopterus_albus ENSMALG00000014736
seriola_dumerili ENSSDUG00000013281
seriola_lalandi_dorsalis ENSSLDG00000004866
scophthalmus_maximus ENSSMAG00000004027
mastacembelus_armatus ENSMAMG00000006980
amphiprion_ocellaris ENSAOCG00000012868
amphiprion_percula ENSAPEG00000003054
acanthochromis_polyacanthus ENSAPOG00000014737
stegastes_partitus ENSSPAG00000022526
haplochromis_burtoni ENSHBUG00000004983
astatotilapia_calliptera ENSACLG00000006498
maylandia_zebra ENSMZEG00005027199
maylandia_zebra ENSMZEG00005020734
pundamilia_nyererei ENSPNYG00000017924
oreochromis_niloticus ENSONIG00000012174
neolamprologus_brichardi ENSNBRG00000017587
amphilophus_citrinellus ENSACIG00000016417
cynoglossus_semilaevis ENSCSEG00000007340
cyprinodon_variegatus ENSCVAG00000013561
fundulus_heteroclitus ENSFHEG00000023388
poecilia_formosa ENSPFOG00000004868
poecilia_reticulata ENSPREG00000020756
poecilia_mexicana ENSPMEG00000003927
poecilia_latipinna ENSPLAG00000022998
xiphophorus_couchianus ENSXCOG00000006947
xiphophorus_maculatus ENSXMAG00000011245
gambusia_affinis ENSGAFG00000009815
kryptolebias_marmoratus ENSKMAG00000021346
oryzias_latipes_asm223469v1 ENSORLG00015022669
oryzias_latipes_asm223471v1 ENSORLG00020007243
oryzias_latipes_asm223467v1 ENSORLG00000007725
oryzias_melastigma ENSOMEG00000016812
hippocampus_comes ENSHCOG00000020110
takifugu_rubripes ENSTRUG00000009020
tetraodon_nigroviridis ENSTNIG00000015059
periophthalmus_magnuspinnatus ENSPMGG00000015496
gadus_morhua ENSGMOG00000005019
esox_lucius ENSELUG00000008108
pygocentrus_nattereri ENSPNAG00000020050
astyanax_mexicanus ENSAMXG00000030705
ictalurus_punctatus ENSIPUG00000019787
danio_rerio ENSDARG00000004372
lepisosteus_oculatus ENSLOCG00000004076
