taeniopygia_guttata ENSTGUG00000014680
danio_rerio ENSDARG00000095314
danio_rerio ENSDARG00000093005
danio_rerio ENSDARG00000092380
danio_rerio ENSDARG00000095545
danio_rerio ENSDARG00000092625
danio_rerio ENSDARG00000114913
danio_rerio ENSDARG00000088743
scleropages_formosus ENSSFOG00015009425
paramormyrops_kingsleyae ENSPKIG00000000701
lepisosteus_oculatus ENSLOCG00000002104
eptatretus_burgeri ENSEBUG00000009619
drosophila_melanogaster FBgn0038233
