ursus_maritimus ENSUMAG00000006983
labrus_bergylta ENSLBEG00000025389
amphiprion_ocellaris ENSAOCG00000015062
amphiprion_percula ENSAPEG00000017611
acanthochromis_polyacanthus ENSAPOG00000021568
stegastes_partitus ENSSPAG00000015627
astatotilapia_calliptera ENSACLG00000011272
maylandia_zebra ENSMZEG00005009762
pundamilia_nyererei ENSPNYG00000008373
haplochromis_burtoni ENSHBUG00000013963
neolamprologus_brichardi ENSNBRG00000018717
amphilophus_citrinellus ENSACIG00000006554
cynoglossus_semilaevis ENSCSEG00000019641
cynoglossus_semilaevis ENSCSEG00000009877
periophthalmus_magnuspinnatus ENSPMGG00000018375
hippocampus_comes ENSHCOG00000005881
gadus_morhua ENSGMOG00000004350
esox_lucius ENSELUG00000009028
pygocentrus_nattereri ENSPNAG00000007785
astyanax_mexicanus ENSAMXG00000006159
ictalurus_punctatus ENSIPUG00000025006
danio_rerio ENSDARG00000013843
poecilia_latipinna ENSPLAG00000005877
poecilia_mexicana ENSPMEG00000017826
poecilia_formosa ENSPFOG00000016894
poecilia_reticulata ENSPREG00000013868
xiphophorus_maculatus ENSXMAG00000016115
xiphophorus_couchianus ENSXCOG00000016246
gambusia_affinis ENSGAFG00000007663
fundulus_heteroclitus ENSFHEG00000003693
oryzias_latipes_asm223469v1 ENSORLG00015003711
oryzias_latipes_asm223471v1 ENSORLG00020016872
oryzias_latipes_asm223467v1 ENSORLG00000001081
oryzias_melastigma ENSOMEG00000022819
tetraodon_nigroviridis ENSTNIG00000013578
takifugu_rubripes ENSTRUG00000018608
mola_mola ENSMMOG00000010567
labrus_bergylta ENSLBEG00000028216
anabas_testudineus ENSATEG00000006356
monopterus_albus ENSMALG00000005830
mastacembelus_armatus ENSMAMG00000006704
astatotilapia_calliptera ENSACLG00000008299
maylandia_zebra ENSMZEG00005011980
pundamilia_nyererei ENSPNYG00000010341
haplochromis_burtoni ENSHBUG00000007908
neolamprologus_brichardi ENSNBRG00000004761
oreochromis_niloticus ENSONIG00000011388
amphilophus_citrinellus ENSACIG00000000964
acanthochromis_polyacanthus ENSAPOG00000009085
acanthochromis_polyacanthus ENSAPOG00000009070
acanthochromis_polyacanthus ENSAPOG00000004707
amphiprion_percula ENSAPEG00000008250
amphiprion_ocellaris ENSAOCG00000019424
stegastes_partitus ENSSPAG00000000073
seriola_dumerili ENSSDUG00000006594
seriola_lalandi_dorsalis ENSSLDG00000005541
scophthalmus_maximus ENSSMAG00000009333
periophthalmus_magnuspinnatus ENSPMGG00000021306
esox_lucius ENSELUG00000005164
pygocentrus_nattereri ENSPNAG00000001270
danio_rerio ENSDARG00000036031
scleropages_formosus ENSSFOG00015014043
paramormyrops_kingsleyae ENSPKIG00000024641
