gorilla_gorilla ENSGGOG00000012331
sarcophilus_harrisii ENSSHAG00000016528
monodelphis_domestica ENSMODG00000007386
ornithorhynchus_anatinus ENSOANG00000019912
ornithorhynchus_anatinus ENSOANG00000006257
lonchura_striata_domestica ENSLSDG00000002207
taeniopygia_guttata ENSTGUG00000011871
serinus_canaria ENSSCAG00000003141
junco_hyemalis ENSJHYG00000004964
zonotrichia_albicollis ENSZALG00000013090
ficedula_albicollis ENSFALG00000005421
cyanistes_caeruleus ENSCCEG00000009308
parus_major ENSPMJG00000005705
manacus_vitellinus ENSMVIG00005015459
lepidothrix_coronata ENSLCOG00000008612
calidris_pygmaea ENSCPGG00000012705
calidris_pugnax ENSCPUG00000000753
melopsittacus_undulatus ENSMUNG00000006350
gallus_gallus ENSGALG00000035094
coturnix_japonica ENSCJPG00005000528
meleagris_gallopavo ENSMGAG00000012005
numida_meleagris ENSNMEG00000004333
anser_brachyrhynchus ENSABRG00000016474
anas_platyrhynchos_platyrhynchos ENSAPLG00000014890
apteryx_rowi ENSARWG00000000456
apteryx_owenii ENSAOWG00000000871
apteryx_haastii ENSAHAG00000011763
dromaius_novaehollandiae ENSDNVG00000005575
nothoprocta_perdicaria ENSNPEG00000013407
crocodylus_porosus ENSCPRG00005002124
gopherus_agassizii ENSGAGG00000008036
chelonoidis_abingdonii ENSCABG00000001028
chrysemys_picta_bellii ENSCPBG00000003123
pelodiscus_sinensis ENSPSIG00000002395
anolis_carolinensis ENSACAG00000003553
pogona_vitticeps ENSPVIG00000013470
notechis_scutatus ENSNSUG00000013281
salvator_merianae ENSSMRG00000010091
sphenodon_punctatus ENSSPUG00000016577
xenopus_tropicalis ENSXETG00000014682
scophthalmus_maximus ENSSMAG00000018881
cynoglossus_semilaevis ENSCSEG00000001585
seriola_dumerili ENSSDUG00000001029
seriola_lalandi_dorsalis ENSSLDG00000013718
monopterus_albus ENSMALG00000001425
mastacembelus_armatus ENSMAMG00000012210
anabas_testudineus ENSATEG00000001640
gasterosteus_aculeatus ENSGACG00000009113
labrus_bergylta ENSLBEG00000002996
fundulus_heteroclitus ENSFHEG00000014487
cyprinodon_variegatus ENSCVAG00000009217
xiphophorus_maculatus ENSXMAG00000013150
gambusia_affinis ENSGAFG00000007880
poecilia_formosa ENSPFOG00000017306
poecilia_mexicana ENSPMEG00000016800
poecilia_latipinna ENSPLAG00000010394
poecilia_reticulata ENSPREG00000018543
kryptolebias_marmoratus ENSKMAG00000004829
oryzias_latipes_asm223467v1 ENSORLG00000008889
oryzias_latipes_asm223471v1 ENSORLG00020012279
oryzias_latipes_asm223469v1 ENSORLG00015018593
oryzias_melastigma ENSOMEG00000004307
astatotilapia_calliptera ENSACLG00000007757
maylandia_zebra ENSMZEG00005005358
haplochromis_burtoni ENSHBUG00000016094
pundamilia_nyererei ENSPNYG00000018228
neolamprologus_brichardi ENSNBRG00000013471
oreochromis_niloticus ENSONIG00000006061
amphilophus_citrinellus ENSACIG00000013120
amphiprion_percula ENSAPEG00000001639
amphiprion_ocellaris ENSAOCG00000010178
acanthochromis_polyacanthus ENSAPOG00000000761
stegastes_partitus ENSSPAG00000012722
tetraodon_nigroviridis ENSTNIG00000018371
tetraodon_nigroviridis ENSTNIG00000000810
tetraodon_nigroviridis ENSTNIG00000001687
takifugu_rubripes ENSTRUG00000010271
mola_mola ENSMMOG00000003391
hippocampus_comes ENSHCOG00000004561
periophthalmus_magnuspinnatus ENSPMGG00000020868
gadus_morhua ENSGMOG00000014712
esox_lucius ENSELUG00000009234
pygocentrus_nattereri ENSPNAG00000000278
astyanax_mexicanus ENSAMXG00000041600
ictalurus_punctatus ENSIPUG00000018497
danio_rerio ENSDARG00000005112
paramormyrops_kingsleyae ENSPKIG00000014915
scleropages_formosus ENSSFOG00015008712
lepisosteus_oculatus ENSLOCG00000010121
eptatretus_burgeri ENSEBUG00000012231
