lepisosteus_oculatus ENSLOCG00000014331
mastacembelus_armatus ENSMAMG00000010774
cynoglossus_semilaevis ENSCSEG00000000562
cynoglossus_semilaevis ENSCSEG00000000569
oryzias_melastigma ENSOMEG00000019033
oryzias_melastigma ENSOMEG00000019047
oryzias_latipes_asm223471v1 ENSORLG00020000090
oryzias_latipes_asm223469v1 ENSORLG00015021624
oryzias_latipes_asm223467v1 ENSORLG00000028260
fundulus_heteroclitus ENSFHEG00000019346
seriola_dumerili ENSSDUG00000014614
astatotilapia_calliptera ENSACLG00000002795
haplochromis_burtoni ENSHBUG00000022782
oryzias_latipes_asm223469v1 ENSORLG00015000422
ictalurus_punctatus ENSIPUG00000022286
paramormyrops_kingsleyae ENSPKIG00000020179
paramormyrops_kingsleyae ENSPKIG00000020173
scleropages_formosus ENSSFOG00015009539
scleropages_formosus ENSSFOG00015009526
sarcophilus_harrisii ENSSHAG00000009784
sarcophilus_harrisii ENSSHAG00000009484
phascolarctos_cinereus ENSPCIG00000012986
notamacropus_eugenii ENSMEUG00000010161
monodelphis_domestica ENSMODG00000011116
choloepus_hoffmanni ENSCHOG00000003410
dasypus_novemcinctus ENSDNOG00000040434
dasypus_novemcinctus ENSDNOG00000047805
castor_canadensis ENSCCNG00000015417
castor_canadensis ENSCCNG00000007375
dipodomys_ordii ENSDORG00000000705
mus_spicilegus ENSMSIG00000006593
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034026
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000068270
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032878
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031426
rattus_norvegicus ENSRNOG00000002959
meriones_unguiculatus ENSMUGG00000020752
peromyscus_maniculatus_bairdii ENSPEMG00000022302
microtus_ochrogaster ENSMOCG00000014195
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016683
cricetulus_griseus_crigri-picr ENSCGRG00015008778
cricetulus_griseus_crigri_1.0 ENSCGRG00000000977
mesocricetus_auratus ENSMAUG00000007539
nannospalax_galili ENSNGAG00000000465
jaculus_jaculus ENSJJAG00000001572
octodon_degus ENSODEG00000001005
chinchilla_lanigera ENSCLAG00000003634
cavia_porcellus ENSCPOG00000004777
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003286
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000520
fukomys_damarensis ENSFDAG00000018334
urocitellus_parryii ENSUPAG00010004734
spermophilus_dauricus ENSSDAG00000008623
ictidomys_tridecemlineatus ENSSTOG00000016561
marmota_marmota_marmota ENSMMMG00000011031
oryctolagus_cuniculus ENSOCUG00000014342
ochotona_princeps ENSOPRG00000005364
pan_troglodytes ENSPTRG00000021905
pan_paniscus ENSPPAG00000039023
gorilla_gorilla ENSGGOG00000004208
homo_sapiens ENSG00000158352
pongo_abelii ENSPPYG00000029762
nomascus_leucogenys ENSNLEG00000008164
colobus_angolensis_palliatus ENSCANG00000042459
piliocolobus_tephrosceles ENSPTEG00000030826
rhinopithecus_roxellana ENSRROG00000040758
rhinopithecus_bieti ENSRBIG00000033557
macaca_fascicularis ENSMFAG00000042129
macaca_mulatta ENSMMUG00000000378
macaca_nemestrina ENSMNEG00000040120
mandrillus_leucophaeus ENSMLEG00000041911
cercocebus_atys ENSCATG00000000223
theropithecus_gelada ENSTGEG00000001295
papio_anubis ENSPANG00000008176
chlorocebus_sabaeus ENSCSAG00000012729
cebus_capucinus_imitator ENSCCAG00000027850
saimiri_boliviensis_boliviensis ENSSBOG00000030949
callithrix_jacchus ENSCJAG00000008300
aotus_nancymaae ENSANAG00000020629
carlito_syrichta ENSTSYG00000036956
propithecus_coquereli ENSPCOG00000022223
prolemur_simus ENSPSMG00000009817
microcebus_murinus ENSMICG00000013797
otolemur_garnettii ENSOGAG00000007932
tupaia_belangeri ENSTBEG00000013004
neovison_vison ENSNVIG00000004403
mustela_putorius_furo ENSMPUG00000014194
ursus_maritimus ENSUMAG00000004500
ursus_americanus ENSUAMG00000027549
ailuropoda_melanoleuca ENSAMEG00000013315
canis_lupus_dingo ENSCAFG00020020085
canis_lupus_familiaris ENSCAFG00000016028
vulpes_vulpes ENSVVUG00000018168
panthera_tigris_altaica ENSPTIG00000010782
panthera_pardus ENSPPRG00000000484
felis_catus ENSFCAG00000015434
equus_caballus ENSECAG00000021309
equus_asinus_asinus ENSEASG00005004354
myotis_lucifugus ENSMLUG00000016983
pteropus_vampyrus ENSPVAG00000005388
bison_bison_bison ENSBBBG00000021423
capra_hircus ENSCHIG00000017637
bos_mutus ENSBMUG00000006348
bos_taurus ENSBTAG00000002996
ovis_aries ENSOARG00000009463
capra_hircus ENSCHIG00000006759
tursiops_truncatus ENSTTRG00000002362
sus_scrofa ENSSSCG00000012309
vicugna_pacos ENSVPAG00000004119
erinaceus_europaeus ENSEEUG00000003909
sorex_araneus ENSSARG00000001755
ailuropoda_melanoleuca ENSAMEG00000018610
loxodonta_africana ENSLAFG00000017336
procavia_capensis ENSPCAG00000010147
echinops_telfairi ENSETEG00000015196
ornithorhynchus_anatinus ENSOANG00000013990
gopherus_agassizii ENSGAGG00000010643
chelonoidis_abingdonii ENSCABG00000005517
chrysemys_picta_bellii ENSCPBG00000010610
pogona_vitticeps ENSPVIG00000019249
anolis_carolinensis ENSACAG00000006061
notechis_scutatus ENSNSUG00000014343
salvator_merianae ENSSMRG00000002127
apteryx_rowi ENSARWG00000003917
apteryx_haastii ENSAHAG00000000455
apteryx_owenii ENSAOWG00000016415
apteryx_haastii ENSAHAG00000000465
dromaius_novaehollandiae ENSDNVG00000001685
nothoprocta_perdicaria ENSNPEG00000005860
taeniopygia_guttata ENSTGUG00000004872
taeniopygia_guttata ENSTGUG00000004874
serinus_canaria ENSSCAG00000015867
junco_hyemalis ENSJHYG00000013518
zonotrichia_albicollis ENSZALG00000013444
lonchura_striata_domestica ENSLSDG00000001625
parus_major ENSPMJG00000012305
cyanistes_caeruleus ENSCCEG00000002982
ficedula_albicollis ENSFALG00000011926
lepidothrix_coronata ENSLCOG00000008548
melopsittacus_undulatus ENSMUNG00000015508
calidris_pygmaea ENSCPGG00000000980
calidris_pugnax ENSCPUG00000008170
manacus_vitellinus ENSMVIG00005009148
anas_platyrhynchos_platyrhynchos ENSAPLG00000016924
anser_brachyrhynchus ENSABRG00000002788
coturnix_japonica ENSCJPG00005005742
meleagris_gallopavo ENSMGAG00000017155
gallus_gallus ENSGALG00000033953
numida_meleagris ENSNMEG00000011385
xenopus_tropicalis ENSXETG00000030777
latimeria_chalumnae ENSLACG00000013906
