choloepus_hoffmanni ENSCHOG00000005065
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000116895
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000116953
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000036552
mus_spicilegus ENSMSIG00000027224
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021092
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023407
rattus_norvegicus ENSRNOG00000015230
meriones_unguiculatus ENSMUGG00000018131
meriones_unguiculatus ENSMUGG00000018108
microtus_ochrogaster ENSMOCG00000009758
peromyscus_maniculatus_bairdii ENSPEMG00000018453
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024849
cricetulus_griseus_crigri-picr ENSCGRG00015014746
cricetulus_griseus_crigri_1.0 ENSCGRG00000008527
mesocricetus_auratus ENSMAUG00000003619
nannospalax_galili ENSNGAG00000003545
jaculus_jaculus ENSJJAG00000018062
theropithecus_gelada ENSTGEG00000028049
notechis_scutatus ENSNSUG00000004192
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021993
ciona_intestinalis ENSCING00000018850
peromyscus_maniculatus_bairdii ENSPEMG00000024556
phascolarctos_cinereus ENSPCIG00000001748
notamacropus_eugenii ENSMEUG00000015502
sarcophilus_harrisii ENSSHAG00000010147
monodelphis_domestica ENSMODG00000005645
ornithorhynchus_anatinus ENSOANG00000007576
anolis_carolinensis ENSACAG00000002782
pogona_vitticeps ENSPVIG00000001916
notechis_scutatus ENSNSUG00000004190
salvator_merianae ENSSMRG00000022071
sphenodon_punctatus ENSSPUG00000003534
calidris_pygmaea ENSCPGG00000015017
calidris_pugnax ENSCPUG00000012008
melopsittacus_undulatus ENSMUNG00000001475
manacus_vitellinus ENSMVIG00005014455
lepidothrix_coronata ENSLCOG00000006681
lonchura_striata_domestica ENSLSDG00000016473
taeniopygia_guttata ENSTGUG00000009754
serinus_canaria ENSSCAG00000003316
junco_hyemalis ENSJHYG00000006793
zonotrichia_albicollis ENSZALG00000002935
ficedula_albicollis ENSFALG00000003184
cyanistes_caeruleus ENSCCEG00000001662
parus_major ENSPMJG00000002159
gallus_gallus ENSGALG00000011186
coturnix_japonica ENSCJPG00005003920
meleagris_gallopavo ENSMGAG00000012202
numida_meleagris ENSNMEG00000017702
anser_brachyrhynchus ENSABRG00000019396
anas_platyrhynchos_platyrhynchos ENSAPLG00000010834
apteryx_owenii ENSAOWG00000013695
apteryx_haastii ENSAHAG00000011205
apteryx_rowi ENSARWG00000013630
dromaius_novaehollandiae ENSDNVG00000014735
nothoprocta_perdicaria ENSNPEG00000007782
crocodylus_porosus ENSCPRG00005017351
gopherus_agassizii ENSGAGG00000024869
chelonoidis_abingdonii ENSCABG00000003446
chrysemys_picta_bellii ENSCPBG00000012480
pelodiscus_sinensis ENSPSIG00000008956
meleagris_gallopavo ENSMGAG00000016717
ornithorhynchus_anatinus ENSOANG00000032306
theropithecus_gelada ENSTGEG00000029314
petromyzon_marinus ENSPMAG00000003978
eptatretus_burgeri ENSEBUG00000012602
xenopus_tropicalis ENSXETG00000030696
ciona_intestinalis ENSCING00000013552
