gasterosteus_aculeatus ENSGACG00000010853
macaca_fascicularis ENSMFAG00000039984
macaca_nemestrina ENSMNEG00000032745
chlorocebus_sabaeus ENSCSAG00000012360
colobus_angolensis_palliatus ENSCANG00000035524
piliocolobus_tephrosceles ENSPTEG00000019886
rhinopithecus_bieti ENSRBIG00000035875
rhinopithecus_roxellana ENSRROG00000042952
cebus_capucinus_imitator ENSCCAG00000028304
saimiri_boliviensis_boliviensis ENSSBOG00000020527
callithrix_jacchus ENSCJAG00000007966
aotus_nancymaae ENSANAG00000021958
carlito_syrichta ENSTSYG00000027042
propithecus_coquereli ENSPCOG00000016443
prolemur_simus ENSPSMG00000007786
microcebus_murinus ENSMICG00000017553
otolemur_garnettii ENSOGAG00000016062
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008148
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005146
fukomys_damarensis ENSFDAG00000011514
cavia_aperea ENSCAPG00000011820
cavia_porcellus ENSCPOG00000002191
octodon_degus ENSODEG00000002996
chinchilla_lanigera ENSCLAG00000016805
urocitellus_parryii ENSUPAG00010003921
ictidomys_tridecemlineatus ENSSTOG00000015748
spermophilus_dauricus ENSSDAG00000007221
marmota_marmota_marmota ENSMMMG00000015840
dipodomys_ordii ENSDORG00000014430
castor_canadensis ENSCCNG00000026534
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015535
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000033684
mus_spicilegus ENSMSIG00000013931
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014728
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027964
rattus_norvegicus ENSRNOG00000003649
meriones_unguiculatus ENSMUGG00000012673
microtus_ochrogaster ENSMOCG00000008140
peromyscus_maniculatus_bairdii ENSPEMG00000021181
cricetulus_griseus_crigri_1.0 ENSCGRG00000012103
cricetulus_griseus_crigri-picr ENSCGRG00015016011
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008229
mesocricetus_auratus ENSMAUG00000013679
nannospalax_galili ENSNGAG00000001621
jaculus_jaculus ENSJJAG00000015050
oryctolagus_cuniculus ENSOCUG00000005175
ochotona_princeps ENSOPRG00000009751
tupaia_belangeri ENSTBEG00000000312
pteropus_vampyrus ENSPVAG00000012214
myotis_lucifugus ENSMLUG00000000907
erinaceus_europaeus ENSEEUG00000013831
equus_caballus ENSECAG00000017109
equus_asinus_asinus ENSEASG00005016201
vicugna_pacos ENSVPAG00000004489
tursiops_truncatus ENSTTRG00000012290
capra_hircus ENSCHIG00000022922
ovis_aries ENSOARG00000018066
bos_taurus ENSBTAG00000014191
bos_mutus ENSBMUG00000014770
bison_bison_bison ENSBBBG00000013703
sus_scrofa ENSSSCG00000015535
ursus_americanus ENSUAMG00000016700
ursus_maritimus ENSUMAG00000017423
ailuropoda_melanoleuca ENSAMEG00000002935
mustela_putorius_furo ENSMPUG00000011392
neovison_vison ENSNVIG00000018673
canis_lupus_dingo ENSCAFG00020014546
canis_lupus_familiaris ENSCAFG00000012717
vulpes_vulpes ENSVVUG00000008583
panthera_tigris_altaica ENSPTIG00000018972
panthera_pardus ENSPPRG00000013585
felis_catus ENSFCAG00000031957
loxodonta_africana ENSLAFG00000009319
echinops_telfairi ENSETEG00000014351
dasypus_novemcinctus ENSDNOG00000003937
phascolarctos_cinereus ENSPCIG00000011495
notamacropus_eugenii ENSMEUG00000015309
sarcophilus_harrisii ENSSHAG00000009823
monodelphis_domestica ENSMODG00000006360
ornithorhynchus_anatinus ENSOANG00000004482
xenopus_tropicalis ENSXETG00000023156
eptatretus_burgeri ENSEBUG00000001656
