ictalurus_punctatus ENSIPUG00000011560
neovison_vison ENSNVIG00000021430
felis_catus ENSFCAG00000014798
panthera_pardus ENSPPRG00000007545
peromyscus_maniculatus_bairdii ENSPEMG00000023876
microtus_ochrogaster ENSMOCG00000001292
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020414
cricetulus_griseus_crigri_1.0 ENSCGRG00000002623
cricetulus_griseus_crigri-picr ENSCGRG00015021717
mesocricetus_auratus ENSMAUG00000001834
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000016624
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021014
mus_spicilegus ENSMSIG00000018483
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020117
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020123
rattus_norvegicus ENSRNOG00000013067
meriones_unguiculatus ENSMUGG00000000293
nannospalax_galili ENSNGAG00000013917
jaculus_jaculus ENSJJAG00000008255
urocitellus_parryii ENSUPAG00010001567
marmota_marmota_marmota ENSMMMG00000022959
spermophilus_dauricus ENSSDAG00000005451
chinchilla_lanigera ENSCLAG00000017183
octodon_degus ENSODEG00000014588
cavia_porcellus ENSCPOG00000021984
cavia_aperea ENSCAPG00000015438
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011301
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019168
fukomys_damarensis ENSFDAG00000012429
castor_canadensis ENSCCNG00000027543
ochotona_princeps ENSOPRG00000005659
oryctolagus_cuniculus ENSOCUG00000007540
choloepus_hoffmanni ENSCHOG00000001061
pteropus_vampyrus ENSPVAG00000009446
myotis_lucifugus ENSMLUG00000008547
bos_mutus ENSBMUG00000005463
canis_lupus_dingo ENSCAFG00020009530
canis_lupus_familiaris ENSCAFG00000000861
vulpes_vulpes ENSVVUG00000028622
ursus_maritimus ENSUMAG00000019882
homo_sapiens ENSG00000056487
gorilla_gorilla ENSGGOG00000008097
pan_paniscus ENSPPAG00000029519
pan_troglodytes ENSPTRG00000014489
pongo_abelii ENSPPYG00000011927
rhinopithecus_bieti ENSRBIG00000031225
rhinopithecus_roxellana ENSRROG00000028837
colobus_angolensis_palliatus ENSCANG00000041355
cercocebus_atys ENSCATG00000020365
mandrillus_leucophaeus ENSMLEG00000041336
macaca_nemestrina ENSMNEG00000039680
theropithecus_gelada ENSTGEG00000004845
papio_anubis ENSPANG00000014566
saimiri_boliviensis_boliviensis ENSSBOG00000022770
cebus_capucinus_imitator ENSCCAG00000021660
aotus_nancymaae ENSANAG00000017981
macaca_fascicularis ENSMFAG00000041339
macaca_mulatta ENSMMUG00000001580
chlorocebus_sabaeus ENSCSAG00000005376
piliocolobus_tephrosceles ENSPTEG00000034667
callithrix_jacchus ENSCJAG00000016227
nomascus_leucogenys ENSNLEG00000000150
carlito_syrichta ENSTSYG00000003767
prolemur_simus ENSPSMG00000011606
microcebus_murinus ENSMICG00000003006
propithecus_coquereli ENSPCOG00000019340
otolemur_garnettii ENSOGAG00000006988
loxodonta_africana ENSLAFG00000027550
procavia_capensis ENSPCAG00000004414
dasypus_novemcinctus ENSDNOG00000015398
xenopus_tropicalis ENSXETG00000003257
latimeria_chalumnae ENSLACG00000012782
