gadus_morhua ENSGMOG00000016922
ictidomys_tridecemlineatus ENSSTOG00000023878
spermophilus_dauricus ENSSDAG00000002359
urocitellus_parryii ENSUPAG00010023307
marmota_marmota_marmota ENSMMMG00000001538
oryctolagus_cuniculus ENSOCUG00000003246
ochotona_princeps ENSOPRG00000006877
tupaia_belangeri ENSTBEG00000010293
pan_paniscus ENSPPAG00000041354
pan_troglodytes ENSPTRG00000020328
homo_sapiens ENSG00000137573
gorilla_gorilla ENSGGOG00000012464
pongo_abelii ENSPPYG00000018654
nomascus_leucogenys ENSNLEG00000011274
papio_anubis ENSPANG00000024709
theropithecus_gelada ENSTGEG00000021494
mandrillus_leucophaeus ENSMLEG00000036884
cercocebus_atys ENSCATG00000037331
macaca_mulatta ENSMMUG00000023274
macaca_fascicularis ENSMFAG00000043436
macaca_nemestrina ENSMNEG00000036446
chlorocebus_sabaeus ENSCSAG00000013889
piliocolobus_tephrosceles ENSPTEG00000009317
colobus_angolensis_palliatus ENSCANG00000036369
rhinopithecus_roxellana ENSRROG00000031403
rhinopithecus_bieti ENSRBIG00000028772
cebus_capucinus_imitator ENSCCAG00000025158
callithrix_jacchus ENSCJAG00000005003
saimiri_boliviensis_boliviensis ENSSBOG00000003470
aotus_nancymaae ENSANAG00000023439
carlito_syrichta ENSTSYG00000005013
prolemur_simus ENSPSMG00000014052
microcebus_murinus ENSMICG00000010511
propithecus_coquereli ENSPCOG00000003736
otolemur_garnettii ENSOGAG00000005016
choloepus_hoffmanni ENSCHOG00000013776
dasypus_novemcinctus ENSDNOG00000004499
loxodonta_africana ENSLAFG00000008825
echinops_telfairi ENSETEG00000011745
procavia_capensis ENSPCAG00000001866
ornithorhynchus_anatinus ENSOANG00000013501
anolis_carolinensis ENSACAG00000015235
pogona_vitticeps ENSPVIG00000003607
notechis_scutatus ENSNSUG00000015029
salvator_merianae ENSSMRG00000011495
sphenodon_punctatus ENSSPUG00000003479
apteryx_haastii ENSAHAG00000008030
apteryx_owenii ENSAOWG00000009929
apteryx_rowi ENSARWG00000016085
dromaius_novaehollandiae ENSDNVG00000009787
nothoprocta_perdicaria ENSNPEG00000014036
taeniopygia_guttata ENSTGUG00000011433
lonchura_striata_domestica ENSLSDG00000014088
serinus_canaria ENSSCAG00000001777
zonotrichia_albicollis ENSZALG00000008767
junco_hyemalis ENSJHYG00000016676
ficedula_albicollis ENSFALG00000005221
cyanistes_caeruleus ENSCCEG00000010144
parus_major ENSPMJG00000005064
manacus_vitellinus ENSMVIG00005016045
manacus_vitellinus ENSMVIG00005016041
manacus_vitellinus ENSMVIG00005016051
lepidothrix_coronata ENSLCOG00000003752
melopsittacus_undulatus ENSMUNG00000005694
calidris_pugnax ENSCPUG00000010219
calidris_pygmaea ENSCPGG00000000419
anser_brachyrhynchus ENSABRG00000007010
anas_platyrhynchos_platyrhynchos ENSAPLG00000003673
coturnix_japonica ENSCJPG00005011686
gallus_gallus ENSGALG00000039553
meleagris_gallopavo ENSMGAG00000011387
numida_meleagris ENSNMEG00000017405
crocodylus_porosus ENSCPRG00005018222
gopherus_agassizii ENSGAGG00000014036
chelonoidis_abingdonii ENSCABG00000012028
chrysemys_picta_bellii ENSCPBG00000006751
pelodiscus_sinensis ENSPSIG00000017837
xenopus_tropicalis ENSXETG00000015231
latimeria_chalumnae ENSLACG00000015996
ornithorhynchus_anatinus ENSOANG00000028621
xiphophorus_couchianus ENSXCOG00000016395
periophthalmus_magnuspinnatus ENSPMGG00000006334
petromyzon_marinus ENSPMAG00000005014
petromyzon_marinus ENSPMAG00000005113
eptatretus_burgeri ENSEBUG00000002930
eptatretus_burgeri ENSEBUG00000005276
eptatretus_burgeri ENSEBUG00000003251
petromyzon_marinus ENSPMAG00000007389
