procavia_capensis ENSPCAG00000014011
oryctolagus_cuniculus ENSOCUG00000026996
propithecus_coquereli ENSPCOG00000015689
prolemur_simus ENSPSMG00000013358
piliocolobus_tephrosceles ENSPTEG00000035322
piliocolobus_tephrosceles ENSPTEG00000032818
chlorocebus_sabaeus ENSCSAG00000011770
cricetulus_griseus_crigri-picr ENSCGRG00015027427
mus_spicilegus ENSMSIG00000017493
tupaia_belangeri ENSTBEG00000007669
canis_lupus_dingo ENSCAFG00020022428
ursus_americanus ENSUAMG00000020048
erinaceus_europaeus ENSEEUG00000007167
erinaceus_europaeus ENSEEUG00000001647
phascolarctos_cinereus ENSPCIG00000032183
phascolarctos_cinereus ENSPCIG00000030594
notamacropus_eugenii ENSMEUG00000003515
sarcophilus_harrisii ENSSHAG00000006739
ornithorhynchus_anatinus ENSOANG00000006969
apteryx_rowi ENSARWG00000009151
apteryx_owenii ENSAOWG00000017874
apteryx_haastii ENSAHAG00000007223
dromaius_novaehollandiae ENSDNVG00000017139
nothoprocta_perdicaria ENSNPEG00000011858
coturnix_japonica ENSCJPG00005003525
gallus_gallus ENSGALG00000015704
meleagris_gallopavo ENSMGAG00000008580
numida_meleagris ENSNMEG00000009532
anas_platyrhynchos_platyrhynchos ENSAPLG00000008771
anser_brachyrhynchus ENSABRG00000012099
melopsittacus_undulatus ENSMUNG00000004330
taeniopygia_guttata ENSTGUG00000001294
lonchura_striata_domestica ENSLSDG00000009831
serinus_canaria ENSSCAG00000010851
cyanistes_caeruleus ENSCCEG00000014538
parus_major ENSPMJG00000005083
zonotrichia_albicollis ENSZALG00000012115
ficedula_albicollis ENSFALG00000000191
lepidothrix_coronata ENSLCOG00000014377
manacus_vitellinus ENSMVIG00005019748
calidris_pygmaea ENSCPGG00000016012
calidris_pugnax ENSCPUG00000013724
crocodylus_porosus ENSCPRG00005015144
chelonoidis_abingdonii ENSCABG00000020412
gopherus_agassizii ENSGAGG00000000175
chrysemys_picta_bellii ENSCPBG00000008319
pogona_vitticeps ENSPVIG00000015625
anolis_carolinensis ENSACAG00000013018
notechis_scutatus ENSNSUG00000007526
salvator_merianae ENSSMRG00000020745
sphenodon_punctatus ENSSPUG00000002227
pygocentrus_nattereri ENSPNAG00000021335
ictalurus_punctatus ENSIPUG00000007231
danio_rerio ENSDARG00000044125
astyanax_mexicanus ENSAMXG00000004998
pygocentrus_nattereri ENSPNAG00000015225
astyanax_mexicanus ENSAMXG00000031017
ictalurus_punctatus ENSIPUG00000009504
danio_rerio ENSDARG00000031435
esox_lucius ENSELUG00000003817
paramormyrops_kingsleyae ENSPKIG00000015449
scleropages_formosus ENSSFOG00015007454
scophthalmus_maximus ENSSMAG00000007004
lepisosteus_oculatus ENSLOCG00000013388
