ovis_aries ENSOARG00000007128
castor_canadensis ENSCCNG00000001395
aotus_nancymaae ENSANAG00000021277
mandrillus_leucophaeus ENSMLEG00000043424
sorex_araneus ENSSARG00000008299
sorex_araneus ENSSARG00000003027
dipodomys_ordii ENSDORG00000006650
dasypus_novemcinctus ENSDNOG00000039662
prolemur_simus ENSPSMG00000002204
meriones_unguiculatus ENSMUGG00000006083
propithecus_coquereli ENSPCOG00000020425
propithecus_coquereli ENSPCOG00000028349
propithecus_coquereli ENSPCOG00000006739
microcebus_murinus ENSMICG00000017011
prolemur_simus ENSPSMG00000002327
otolemur_garnettii ENSOGAG00000008214
carlito_syrichta ENSTSYG00000027333
carlito_syrichta ENSTSYG00000030325
macaca_fascicularis ENSMFAG00000037343
macaca_mulatta ENSMMUG00000006394
macaca_nemestrina ENSMNEG00000028545
cercocebus_atys ENSCATG00000009758
mandrillus_leucophaeus ENSMLEG00000007365
papio_anubis ENSPANG00000031992
theropithecus_gelada ENSTGEG00000019843
pan_troglodytes ENSPTRG00000011015
pan_troglodytes ENSPTRG00000033800
pan_paniscus ENSPPAG00000033546
homo_sapiens ENSG00000198077
homo_sapiens ENSG00000255974
gorilla_gorilla ENSGGOG00000001307
rhinopithecus_roxellana ENSRROG00000025141
colobus_angolensis_palliatus ENSCANG00000030444
piliocolobus_tephrosceles ENSPTEG00000035271
macaca_fascicularis ENSMFAG00000043489
macaca_mulatta ENSMMUG00000046274
macaca_nemestrina ENSMNEG00000028145
chlorocebus_sabaeus ENSCSAG00000003630
cercocebus_atys ENSCATG00000039490
papio_anubis ENSPANG00000036157
rhinopithecus_roxellana ENSRROG00000028726
rhinopithecus_bieti ENSRBIG00000040003
colobus_angolensis_palliatus ENSCANG00000039678
colobus_angolensis_palliatus ENSCANG00000029913
piliocolobus_tephrosceles ENSPTEG00000035208
papio_anubis ENSPANG00000031379
cercocebus_atys ENSCATG00000030918
macaca_fascicularis ENSMFAG00000042150
macaca_mulatta ENSMMUG00000021068
mandrillus_leucophaeus ENSMLEG00000033650
cercocebus_atys ENSCATG00000032445
papio_anubis ENSPANG00000032515
macaca_fascicularis ENSMFAG00000032459
macaca_nemestrina ENSMNEG00000040151
chlorocebus_sabaeus ENSCSAG00000003621
chlorocebus_sabaeus ENSCSAG00000003581
mandrillus_leucophaeus ENSMLEG00000030614
cebus_capucinus_imitator ENSCCAG00000018017
saimiri_boliviensis_boliviensis ENSSBOG00000035391
callithrix_jacchus ENSCJAG00000036060
pan_troglodytes ENSPTRG00000011014
pan_paniscus ENSPPAG00000009548
gorilla_gorilla ENSGGOG00000027952
homo_sapiens ENSG00000197838
rhinopithecus_bieti ENSRBIG00000043733
pongo_abelii ENSPPYG00000010008
gorilla_gorilla ENSGGOG00000016113
nomascus_leucogenys ENSNLEG00000013857
macaca_fascicularis ENSMFAG00000041638
macaca_nemestrina ENSMNEG00000044731
macaca_mulatta ENSMMUG00000006393
cercocebus_atys ENSCATG00000033171
theropithecus_gelada ENSTGEG00000023081
theropithecus_gelada ENSTGEG00000023030
theropithecus_gelada ENSTGEG00000019790
prolemur_simus ENSPSMG00000001576
prolemur_simus ENSPSMG00000009669
prolemur_simus ENSPSMG00000001428
prolemur_simus ENSPSMG00000016400
castor_canadensis ENSCCNG00000011836
mus_spicilegus ENSMSIG00000011939
spermophilus_dauricus ENSSDAG00000010785
marmota_marmota_marmota ENSMMMG00000019786
macaca_fascicularis ENSMFAG00000014644
choloepus_hoffmanni ENSCHOG00000011821
mesocricetus_auratus ENSMAUG00000001280
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008648
peromyscus_maniculatus_bairdii ENSPEMG00000019275
meriones_unguiculatus ENSMUGG00000002011
nannospalax_galili ENSNGAG00000021309
procavia_capensis ENSPCAG00000010076
loxodonta_africana ENSLAFG00000028408
procavia_capensis ENSPCAG00000013502
procavia_capensis ENSPCAG00000013464
loxodonta_africana ENSLAFG00000030541
phascolarctos_cinereus ENSPCIG00000020921
notamacropus_eugenii ENSMEUG00000013164
sarcophilus_harrisii ENSSHAG00000001636
sarcophilus_harrisii ENSSHAG00000004354
notamacropus_eugenii ENSMEUG00000004801
monodelphis_domestica ENSMODG00000008215
prolemur_simus ENSPSMG00000002979
notamacropus_eugenii ENSMEUG00000000919
ursus_maritimus ENSUMAG00000024697
ursus_maritimus ENSUMAG00000019909
ursus_maritimus ENSUMAG00000024839
ursus_maritimus ENSUMAG00000019886
ursus_americanus ENSUAMG00000014559
ailuropoda_melanoleuca ENSAMEG00000011960
neovison_vison ENSNVIG00000012177
mustela_putorius_furo ENSMPUG00000000423
mustela_putorius_furo ENSMPUG00000000381
ursus_americanus ENSUAMG00000000712
vulpes_vulpes ENSVVUG00000005439
canis_lupus_familiaris ENSCAFG00000032339
canis_lupus_dingo ENSCAFG00020014826
vulpes_vulpes ENSVVUG00000005593
canis_lupus_familiaris ENSCAFG00000031823
canis_lupus_dingo ENSCAFG00020014808
panthera_tigris_altaica ENSPTIG00000016611
panthera_pardus ENSPPRG00000008245
felis_catus ENSFCAG00000008557
panthera_pardus ENSPPRG00000010149
panthera_tigris_altaica ENSPTIG00000016729
felis_catus ENSFCAG00000040403
mustela_putorius_furo ENSMPUG00000010770
mustela_putorius_furo ENSMPUG00000003688
mustela_putorius_furo ENSMPUG00000001660
mustela_putorius_furo ENSMPUG00000010927
ursus_americanus ENSUAMG00000004529
mustela_putorius_furo ENSMPUG00000013313
mustela_putorius_furo ENSMPUG00000016697
panthera_pardus ENSPPRG00000011286
equus_asinus_asinus ENSEASG00005005225
ornithorhynchus_anatinus ENSOANG00000001679
ornithorhynchus_anatinus ENSOANG00000004200
ornithorhynchus_anatinus ENSOANG00000012803
monodelphis_domestica ENSMODG00000023725
meriones_unguiculatus ENSMUGG00000020367
meriones_unguiculatus ENSMUGG00000000921
meriones_unguiculatus ENSMUGG00000000928
mus_spicilegus ENSMSIG00000029339
cricetulus_griseus_crigri-picr ENSCGRG00015017616
