xiphophorus_couchianus ENSXCOG00000018502
marmota_marmota_marmota ENSMMMG00000019456
choloepus_hoffmanni ENSCHOG00000008158
dasypus_novemcinctus ENSDNOG00000004120
procavia_capensis ENSPCAG00000004819
loxodonta_africana ENSLAFG00000016341
echinops_telfairi ENSETEG00000008232
bison_bison_bison ENSBBBG00000022871
bos_mutus ENSBMUG00000021981
bos_taurus ENSBTAG00000025898
capra_hircus ENSCHIG00000023795
ovis_aries ENSOARG00000013258
tursiops_truncatus ENSTTRG00000016448
sus_scrofa ENSSSCG00000008169
cavia_porcellus ENSCPOG00000027502
cavia_aperea ENSCAPG00000005601
chinchilla_lanigera ENSCLAG00000013253
octodon_degus ENSODEG00000010987
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005052
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003099
fukomys_damarensis ENSFDAG00000005643
sorex_araneus ENSSARG00000001040
oryctolagus_cuniculus ENSOCUG00000002398
ochotona_princeps ENSOPRG00000001216
myotis_lucifugus ENSMLUG00000002513
ornithorhynchus_anatinus ENSOANG00000004625
apteryx_owenii ENSAOWG00000007191
apteryx_rowi ENSARWG00000008233
apteryx_haastii ENSAHAG00000014166
dromaius_novaehollandiae ENSDNVG00000018374
nothoprocta_perdicaria ENSNPEG00000001167
gallus_gallus ENSGALG00000016776
coturnix_japonica ENSCJPG00005001297
meleagris_gallopavo ENSMGAG00000014801
numida_meleagris ENSNMEG00000017650
anser_brachyrhynchus ENSABRG00000011315
anas_platyrhynchos_platyrhynchos ENSAPLG00000000969
lonchura_striata_domestica ENSLSDG00000016464
taeniopygia_guttata ENSTGUG00000009966
serinus_canaria ENSSCAG00000000065
junco_hyemalis ENSJHYG00000018297
zonotrichia_albicollis ENSZALG00000009675
ficedula_albicollis ENSFALG00000003811
parus_major ENSPMJG00000015188
cyanistes_caeruleus ENSCCEG00000020894
lepidothrix_coronata ENSLCOG00000015031
manacus_vitellinus ENSMVIG00005017873
melopsittacus_undulatus ENSMUNG00000013029
calidris_pygmaea ENSCPGG00000017538
calidris_pugnax ENSCPUG00000004469
crocodylus_porosus ENSCPRG00005012439
gopherus_agassizii ENSGAGG00000004286
chelonoidis_abingdonii ENSCABG00000005863
chrysemys_picta_bellii ENSCPBG00000007356
pelodiscus_sinensis ENSPSIG00000017478
pogona_vitticeps ENSPVIG00000010399
anolis_carolinensis ENSACAG00000007732
notechis_scutatus ENSNSUG00000002241
salvator_merianae ENSSMRG00000021508
sphenodon_punctatus ENSSPUG00000012165
xenopus_tropicalis ENSXETG00000004999
latimeria_chalumnae ENSLACG00000013124
