lepidothrix_coronata ENSLCOG00000012684
kryptolebias_marmoratus ENSKMAG00000002290
seriola_dumerili ENSSDUG00000022152
seriola_lalandi_dorsalis ENSSLDG00000004247
periophthalmus_magnuspinnatus ENSPMGG00000005813
gadus_morhua ENSGMOG00000005244
esox_lucius ENSELUG00000006755
scleropages_formosus ENSSFOG00015010964
paramormyrops_kingsleyae ENSPKIG00000000232
scleropages_formosus ENSSFOG00015005726
paramormyrops_kingsleyae ENSPKIG00000016659
takifugu_rubripes ENSTRUG00000020923
xiphophorus_couchianus ENSXCOG00000003432
periophthalmus_magnuspinnatus ENSPMGG00000011013
lepisosteus_oculatus ENSLOCG00000015422
eptatretus_burgeri ENSEBUG00000012863
