sorex_araneus ENSSARG00000010056
sus_scrofa ENSSSCG00000033327
pteropus_vampyrus ENSPVAG00000008010
myotis_lucifugus ENSMLUG00000014981
equus_asinus_asinus ENSEASG00005009161
loxodonta_africana ENSLAFG00000007803
dasypus_novemcinctus ENSDNOG00000045349
pan_paniscus ENSPPAG00000029810
pan_troglodytes ENSPTRG00000014392
homo_sapiens ENSG00000100311
pongo_abelii ENSPPYG00000011836
cercocebus_atys ENSCATG00000042932
mandrillus_leucophaeus ENSMLEG00000039646
theropithecus_gelada ENSTGEG00000010267
papio_anubis ENSPANG00000015141
chlorocebus_sabaeus ENSCSAG00000006359
macaca_fascicularis ENSMFAG00000031697
macaca_nemestrina ENSMNEG00000038207
macaca_mulatta ENSMMUG00000002739
rhinopithecus_roxellana ENSRROG00000007216
piliocolobus_tephrosceles ENSPTEG00000034391
nomascus_leucogenys ENSNLEG00000015229
gorilla_gorilla ENSGGOG00000015535
colobus_angolensis_palliatus ENSCANG00000031322
rhinopithecus_bieti ENSRBIG00000032527
saimiri_boliviensis_boliviensis ENSSBOG00000030361
cebus_capucinus_imitator ENSCCAG00000030703
callithrix_jacchus ENSCJAG00000011366
aotus_nancymaae ENSANAG00000036199
carlito_syrichta ENSTSYG00000035020
propithecus_coquereli ENSPCOG00000010090
prolemur_simus ENSPSMG00000004067
microcebus_murinus ENSMICG00000028335
otolemur_garnettii ENSOGAG00000000031
procavia_capensis ENSPCAG00000012303
choloepus_hoffmanni ENSCHOG00000003056
equus_caballus ENSECAG00000018472
phascolarctos_cinereus ENSPCIG00000035143
notamacropus_eugenii ENSMEUG00000004759
sarcophilus_harrisii ENSSHAG00000014948
monodelphis_domestica ENSMODG00000009558
pogona_vitticeps ENSPVIG00000024655
anolis_carolinensis ENSACAG00000028762
notechis_scutatus ENSNSUG00000004913
salvator_merianae ENSSMRG00000015658
sphenodon_punctatus ENSSPUG00000010569
gallus_gallus ENSGALG00000012178
coturnix_japonica ENSCJPG00005013325
meleagris_gallopavo ENSMGAG00000013497
numida_meleagris ENSNMEG00000011767
melopsittacus_undulatus ENSMUNG00000015335
taeniopygia_guttata ENSTGUG00000010265
calidris_pygmaea ENSCPGG00000018771
calidris_pugnax ENSCPUG00000015502
anser_brachyrhynchus ENSABRG00000000955
anas_platyrhynchos_platyrhynchos ENSAPLG00000013976
junco_hyemalis ENSJHYG00000004309
zonotrichia_albicollis ENSZALG00000006679
serinus_canaria ENSSCAG00000005044
lonchura_striata_domestica ENSLSDG00000005961
ficedula_albicollis ENSFALG00000012385
parus_major ENSPMJG00000007777
cyanistes_caeruleus ENSCCEG00000005824
lepidothrix_coronata ENSLCOG00000012834
manacus_vitellinus ENSMVIG00005018130
dromaius_novaehollandiae ENSDNVG00000006665
nothoprocta_perdicaria ENSNPEG00000011177
apteryx_owenii ENSAOWG00000011255
apteryx_haastii ENSAHAG00000011831
apteryx_rowi ENSARWG00000016348
lepidothrix_coronata ENSLCOG00000012835
crocodylus_porosus ENSCPRG00005019028
gopherus_agassizii ENSGAGG00000004425
chelonoidis_abingdonii ENSCABG00000011256
chrysemys_picta_bellii ENSCPBG00000022980
pelodiscus_sinensis ENSPSIG00000011805
ornithorhynchus_anatinus ENSOANG00000006889
xenopus_tropicalis ENSXETG00000006912
latimeria_chalumnae ENSLACG00000002600
scleropages_formosus ENSSFOG00015008563
paramormyrops_kingsleyae ENSPKIG00000001379
scleropages_formosus ENSSFOG00015023740
paramormyrops_kingsleyae ENSPKIG00000004396
seriola_lalandi_dorsalis ENSSLDG00000020457
seriola_dumerili ENSSDUG00000018018
scophthalmus_maximus ENSSMAG00000007321
anabas_testudineus ENSATEG00000006013
monopterus_albus ENSMALG00000008218
labrus_bergylta ENSLBEG00000011001
cynoglossus_semilaevis ENSCSEG00000006306
haplochromis_burtoni ENSHBUG00000022381
maylandia_zebra ENSMZEG00005006453
astatotilapia_calliptera ENSACLG00000011688
pundamilia_nyererei ENSPNYG00000018827
oreochromis_niloticus ENSONIG00000008569
neolamprologus_brichardi ENSNBRG00000005429
amphilophus_citrinellus ENSACIG00000016765
amphiprion_ocellaris ENSAOCG00000001718
amphiprion_percula ENSAPEG00000002864
acanthochromis_polyacanthus ENSAPOG00000005664
stegastes_partitus ENSSPAG00000013286
xiphophorus_maculatus ENSXMAG00000001200
xiphophorus_couchianus ENSXCOG00000017890
gambusia_affinis ENSGAFG00000010192
poecilia_reticulata ENSPREG00000018806
poecilia_reticulata ENSPREG00000020503
poecilia_latipinna ENSPLAG00000018923
poecilia_mexicana ENSPMEG00000005818
fundulus_heteroclitus ENSFHEG00000000847
cyprinodon_variegatus ENSCVAG00000003313
kryptolebias_marmoratus ENSKMAG00000016560
oryzias_latipes_asm223471v1 ENSORLG00020009482
oryzias_latipes_asm223467v1 ENSORLG00000013411
oryzias_latipes_asm223469v1 ENSORLG00015020598
oryzias_melastigma ENSOMEG00000022463
mastacembelus_armatus ENSMAMG00000005518
tetraodon_nigroviridis ENSTNIG00000005015
tetraodon_nigroviridis ENSTNIG00000011498
takifugu_rubripes ENSTRUG00000000915
mola_mola ENSMMOG00000001714
gasterosteus_aculeatus ENSGACG00000008313
hippocampus_comes ENSHCOG00000006777
periophthalmus_magnuspinnatus ENSPMGG00000011844
gadus_morhua ENSGMOG00000017559
esox_lucius ENSELUG00000010769
astyanax_mexicanus ENSAMXG00000041936
pygocentrus_nattereri ENSPNAG00000015029
ictalurus_punctatus ENSIPUG00000002192
danio_rerio ENSDARG00000038139
cynoglossus_semilaevis ENSCSEG00000020832
gasterosteus_aculeatus ENSGACG00000001201
anabas_testudineus ENSATEG00000003191
monopterus_albus ENSMALG00000015189
tetraodon_nigroviridis ENSTNIG00000018835
takifugu_rubripes ENSTRUG00000022420
mola_mola ENSMMOG00000011180
amphilophus_citrinellus ENSACIG00000004354
seriola_dumerili ENSSDUG00000013294
mastacembelus_armatus ENSMAMG00000005164
acanthochromis_polyacanthus ENSAPOG00000017489
amphiprion_ocellaris ENSAOCG00000008864
stegastes_partitus ENSSPAG00000017822
seriola_lalandi_dorsalis ENSSLDG00000011873
amphiprion_percula ENSAPEG00000008912
scophthalmus_maximus ENSSMAG00000021177
fundulus_heteroclitus ENSFHEG00000010379
cyprinodon_variegatus ENSCVAG00000005752
poecilia_latipinna ENSPLAG00000003450
poecilia_formosa ENSPFOG00000006047
poecilia_mexicana ENSPMEG00000005920
poecilia_reticulata ENSPREG00000000188
xiphophorus_maculatus ENSXMAG00000008034
xiphophorus_couchianus ENSXCOG00000015864
gambusia_affinis ENSGAFG00000011685
kryptolebias_marmoratus ENSKMAG00000010940
oryzias_latipes_asm223471v1 ENSORLG00020008475
oryzias_latipes_asm223467v1 ENSORLG00000030121
oryzias_latipes_asm223469v1 ENSORLG00015007713
oryzias_melastigma ENSOMEG00000016614
astatotilapia_calliptera ENSACLG00000007857
haplochromis_burtoni ENSHBUG00000006148
pundamilia_nyererei ENSPNYG00000007666
maylandia_zebra ENSMZEG00005006286
neolamprologus_brichardi ENSNBRG00000012478
oreochromis_niloticus ENSONIG00000013092
labrus_bergylta ENSLBEG00000011393
hippocampus_comes ENSHCOG00000003623
gadus_morhua ENSGMOG00000009754
esox_lucius ENSELUG00000021419
astyanax_mexicanus ENSAMXG00000004573
pygocentrus_nattereri ENSPNAG00000026433
ictalurus_punctatus ENSIPUG00000010485
danio_rerio ENSDARG00000086778
lepisosteus_oculatus ENSLOCG00000011442
eptatretus_burgeri ENSEBUG00000014753
