amphiprion_ocellaris ENSAOCG00000003065
myotis_lucifugus ENSMLUG00000001548
pteropus_vampyrus ENSPVAG00000001047
erinaceus_europaeus ENSEEUG00000009929
sorex_araneus ENSSARG00000007825
castor_canadensis ENSCCNG00000020965
dipodomys_ordii ENSDORG00000026875
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000054659
mus_spicilegus ENSMSIG00000012399
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026821
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025872
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023995
rattus_norvegicus ENSRNOG00000007755
meriones_unguiculatus ENSMUGG00000026482
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020497
cricetulus_griseus_crigri-picr ENSCGRG00015006772
cricetulus_griseus_crigri_1.0 ENSCGRG00000006025
microtus_ochrogaster ENSMOCG00000012445
peromyscus_maniculatus_bairdii ENSPEMG00000000291
nannospalax_galili ENSNGAG00000022600
jaculus_jaculus ENSJJAG00000006896
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006164
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001085
fukomys_damarensis ENSFDAG00000012791
chinchilla_lanigera ENSCLAG00000011752
cavia_porcellus ENSCPOG00000010921
octodon_degus ENSODEG00000008228
ictidomys_tridecemlineatus ENSSTOG00000027181
urocitellus_parryii ENSUPAG00010017250
oryctolagus_cuniculus ENSOCUG00000000947
ochotona_princeps ENSOPRG00000005110
tupaia_belangeri ENSTBEG00000015486
pan_troglodytes ENSPTRG00000018416
pan_paniscus ENSPPAG00000038609
homo_sapiens ENSG00000146281
gorilla_gorilla ENSGGOG00000016295
pongo_abelii ENSPPYG00000016838
papio_anubis ENSPANG00000020356
chlorocebus_sabaeus ENSCSAG00000017322
theropithecus_gelada ENSTGEG00000019523
cercocebus_atys ENSCATG00000028215
mandrillus_leucophaeus ENSMLEG00000034819
macaca_mulatta ENSMMUG00000014942
macaca_fascicularis ENSMFAG00000016066
macaca_nemestrina ENSMNEG00000037852
rhinopithecus_bieti ENSRBIG00000028170
rhinopithecus_roxellana ENSRROG00000029139
piliocolobus_tephrosceles ENSPTEG00000016402
colobus_angolensis_palliatus ENSCANG00000033556
saimiri_boliviensis_boliviensis ENSSBOG00000006602
callithrix_jacchus ENSCJAG00000042730
cebus_capucinus_imitator ENSCCAG00000025780
aotus_nancymaae ENSANAG00000028063
carlito_syrichta ENSTSYG00000027051
prolemur_simus ENSPSMG00000010609
microcebus_murinus ENSMICG00000029652
propithecus_coquereli ENSPCOG00000015015
otolemur_garnettii ENSOGAG00000005200
dasypus_novemcinctus ENSDNOG00000032265
dasypus_novemcinctus ENSDNOG00000019532
choloepus_hoffmanni ENSCHOG00000002380
ornithorhynchus_anatinus ENSOANG00000000531
xenopus_tropicalis ENSXETG00000005387
latimeria_chalumnae ENSLACG00000005445
