periophthalmus_magnuspinnatus ENSPMGG00000018282
taeniopygia_guttata ENSTGUG00000009502
lonchura_striata_domestica ENSLSDG00000015220
zonotrichia_albicollis ENSZALG00000017551
ficedula_albicollis ENSFALG00000002268
cyanistes_caeruleus ENSCCEG00000016854
parus_major ENSPMJG00000018087
manacus_vitellinus ENSMVIG00005011294
melopsittacus_undulatus ENSMUNG00000000511
apteryx_owenii ENSAOWG00000003056
lepidothrix_coronata ENSLCOG00000001031
junco_hyemalis ENSJHYG00000013004
crocodylus_porosus ENSCPRG00005002133
gopherus_agassizii ENSGAGG00000012775
chelonoidis_abingdonii ENSCABG00000005254
chrysemys_picta_bellii ENSCPBG00000004417
pelodiscus_sinensis ENSPSIG00000016941
latimeria_chalumnae ENSLACG00000011143
ciona_intestinalis ENSCING00000006422
ciona_savignyi ENSCSAVG00000003242
