oryctolagus_cuniculus ENSOCUG00000004080
serinus_canaria ENSSCAG00000006283
parus_major ENSPMJG00000018988
cyanistes_caeruleus ENSCCEG00000005411
junco_hyemalis ENSJHYG00000012806
zonotrichia_albicollis ENSZALG00000009720
ficedula_albicollis ENSFALG00000009711
anolis_carolinensis ENSACAG00000002753
chelonoidis_abingdonii ENSCABG00000002413
gopherus_agassizii ENSGAGG00000003668
chrysemys_picta_bellii ENSCPBG00000027825
pelodiscus_sinensis ENSPSIG00000007466
crocodylus_porosus ENSCPRG00005005573
salvator_merianae ENSSMRG00000003821
notechis_scutatus ENSNSUG00000009246
sphenodon_punctatus ENSSPUG00000005974
latimeria_chalumnae ENSLACG00000017541
scleropages_formosus ENSSFOG00015003561
paramormyrops_kingsleyae ENSPKIG00000013373
pygocentrus_nattereri ENSPNAG00000019744
astyanax_mexicanus ENSAMXG00000040751
ictalurus_punctatus ENSIPUG00000023998
danio_rerio ENSDARG00000109436
esox_lucius ENSELUG00000012540
lepisosteus_oculatus ENSLOCG00000001742
