oryzias_latipes_asm223471v1 ENSORLG00020014777
cavia_porcellus ENSCPOG00000012690
octodon_degus ENSODEG00000006927
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006103
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019280
fukomys_damarensis ENSFDAG00000015891
dipodomys_ordii ENSDORG00000027896
ictidomys_tridecemlineatus ENSSTOG00000010304
urocitellus_parryii ENSUPAG00010022501
spermophilus_dauricus ENSSDAG00000002649
marmota_marmota_marmota ENSMMMG00000014892
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010102
cricetulus_griseus_crigri-picr ENSCGRG00015026119
cricetulus_griseus_crigri_1.0 ENSCGRG00000007100
mesocricetus_auratus ENSMAUG00000000328
peromyscus_maniculatus_bairdii ENSPEMG00000023338
microtus_ochrogaster ENSMOCG00000009622
mus_spicilegus ENSMSIG00000012782
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027855
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026391
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025441
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026885
rattus_norvegicus ENSRNOG00000016835
nannospalax_galili ENSNGAG00000012549
jaculus_jaculus ENSJJAG00000018067
oryctolagus_cuniculus ENSOCUG00000016463
ochotona_princeps ENSOPRG00000006464
ailuropoda_melanoleuca ENSAMEG00000017087
ursus_maritimus ENSUMAG00000011531
mustela_putorius_furo ENSMPUG00000001740
mustela_putorius_furo ENSMPUG00000005782
mustela_putorius_furo ENSMPUG00000001742
neovison_vison ENSNVIG00000005815
canis_lupus_dingo ENSCAFG00020020995
vulpes_vulpes ENSVVUG00000009950
canis_lupus_familiaris ENSCAFG00000009705
panthera_pardus ENSPPRG00000023786
panthera_tigris_altaica ENSPTIG00000011859
felis_catus ENSFCAG00000023028
erinaceus_europaeus ENSEEUG00000001643
bos_mutus ENSBMUG00000005245
bison_bison_bison ENSBBBG00000012065
bos_taurus ENSBTAG00000032071
capra_hircus ENSCHIG00000019909
ovis_aries ENSOARG00000020082
tursiops_truncatus ENSTTRG00000009638
sus_scrofa ENSSSCG00000006750
vicugna_pacos ENSVPAG00000000754
pteropus_vampyrus ENSPVAG00000003094
myotis_lucifugus ENSMLUG00000005695
equus_asinus_asinus ENSEASG00005006304
equus_caballus ENSECAG00000013010
sorex_araneus ENSSARG00000009120
dasypus_novemcinctus ENSDNOG00000011716
choloepus_hoffmanni ENSCHOG00000004641
echinops_telfairi ENSETEG00000009135
procavia_capensis ENSPCAG00000013056
oryctolagus_cuniculus ENSOCUG00000026414
phascolarctos_cinereus ENSPCIG00000022572
notamacropus_eugenii ENSMEUG00000010602
sarcophilus_harrisii ENSSHAG00000010670
monodelphis_domestica ENSMODG00000004800
ornithorhynchus_anatinus ENSOANG00000004520
latimeria_chalumnae ENSLACG00000022496
eptatretus_burgeri ENSEBUG00000010256
