esox_lucius ENSELUG00000014434
cricetulus_griseus_crigri-picr ENSCGRG00015011518
cricetulus_griseus_crigri_1.0 ENSCGRG00000007710
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023651
mesocricetus_auratus ENSMAUG00000008839
microtus_ochrogaster ENSMOCG00000019775
peromyscus_maniculatus_bairdii ENSPEMG00000024559
nannospalax_galili ENSNGAG00000022346
dipodomys_ordii ENSDORG00000003873
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016457
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013167
fukomys_damarensis ENSFDAG00000019427
chinchilla_lanigera ENSCLAG00000012796
cavia_porcellus ENSCPOG00000039866
castor_canadensis ENSCCNG00000002880
marmota_marmota_marmota ENSMMMG00000020233
urocitellus_parryii ENSUPAG00010016345
ictidomys_tridecemlineatus ENSSTOG00000005379
spermophilus_dauricus ENSSDAG00000001197
microcebus_murinus ENSMICG00000013748
sorex_araneus ENSSARG00000000690
vulpes_vulpes ENSVVUG00000028096
bos_mutus ENSBMUG00000022296
callithrix_jacchus ENSCJAG00000014540
dasypus_novemcinctus ENSDNOG00000009953
procavia_capensis ENSPCAG00000006129
tupaia_belangeri ENSTBEG00000004969
erinaceus_europaeus ENSEEUG00000003806
cavia_aperea ENSCAPG00000008154
ursus_maritimus ENSUMAG00000017249
choloepus_hoffmanni ENSCHOG00000009614
loxodonta_africana ENSLAFG00000012232
phascolarctos_cinereus ENSPCIG00000023815
notamacropus_eugenii ENSMEUG00000000584
monodelphis_domestica ENSMODG00000007792
sarcophilus_harrisii ENSSHAG00000013248
pogona_vitticeps ENSPVIG00000025593
anolis_carolinensis ENSACAG00000002860
notechis_scutatus ENSNSUG00000013752
salvator_merianae ENSSMRG00000001635
sphenodon_punctatus ENSSPUG00000003945
chrysemys_picta_bellii ENSCPBG00000019253
gopherus_agassizii ENSGAGG00000007567
chelonoidis_abingdonii ENSCABG00000010813
taeniopygia_guttata ENSTGUG00000005346
serinus_canaria ENSSCAG00000016763
ficedula_albicollis ENSFALG00000004073
cyanistes_caeruleus ENSCCEG00000000037
anas_platyrhynchos_platyrhynchos ENSAPLG00000004255
anser_brachyrhynchus ENSABRG00000007534
gallus_gallus ENSGALG00000030350
melopsittacus_undulatus ENSMUNG00000014070
manacus_vitellinus ENSMVIG00005009680
apteryx_owenii ENSAOWG00000001363
apteryx_haastii ENSAHAG00000000329
parus_major ENSPMJG00000016503
lepidothrix_coronata ENSLCOG00000011556
numida_meleagris ENSNMEG00000014305
dromaius_novaehollandiae ENSDNVG00000001245
apteryx_rowi ENSARWG00000002409
meleagris_gallopavo ENSMGAG00000004286
calidris_pugnax ENSCPUG00000017451
coturnix_japonica ENSCJPG00005005627
zonotrichia_albicollis ENSZALG00000015057
lonchura_striata_domestica ENSLSDG00000016238
junco_hyemalis ENSJHYG00000000041
nothoprocta_perdicaria ENSNPEG00000012695
crocodylus_porosus ENSCPRG00005004754
ornithorhynchus_anatinus ENSOANG00000003058
latimeria_chalumnae ENSLACG00000014431
xenopus_tropicalis ENSXETG00000008255
scleropages_formosus ENSSFOG00015002184
crocodylus_porosus ENSCPRG00005008010
pogona_vitticeps ENSPVIG00000022673
notamacropus_eugenii ENSMEUG00000012633
eptatretus_burgeri ENSEBUG00000001493
pelodiscus_sinensis ENSPSIG00000016512
apteryx_haastii ENSAHAG00000012621
loxodonta_africana ENSLAFG00000000277
mastacembelus_armatus ENSMAMG00000008693
cyprinodon_variegatus ENSCVAG00000005728
ciona_intestinalis ENSCING00000006714
caenorhabditis_elegans_strain_n2 WBGene00004897
