sorex_araneus ENSSARG00000001093
labrus_bergylta ENSLBEG00000017923
fundulus_heteroclitus ENSFHEG00000007386
fundulus_heteroclitus ENSFHEG00000007455
tetraodon_nigroviridis ENSTNIG00000013036
stegastes_partitus ENSSPAG00000008772
periophthalmus_magnuspinnatus ENSPMGG00000005603
gadus_morhua ENSGMOG00000019104
esox_lucius ENSELUG00000005296
astyanax_mexicanus ENSAMXG00000031292
tetraodon_nigroviridis ENSTNIG00000004419
xiphophorus_maculatus ENSXMAG00000002202
gambusia_affinis ENSGAFG00000016961
poecilia_formosa ENSPFOG00000023447
kryptolebias_marmoratus ENSKMAG00000009709
haplochromis_burtoni ENSHBUG00000023844
astatotilapia_calliptera ENSACLG00000011481
oreochromis_niloticus ENSONIG00000001193
oryzias_latipes_asm223471v1 ENSORLG00020010488
oryzias_latipes_asm223469v1 ENSORLG00015019922
oryzias_latipes_asm223467v1 ENSORLG00000020342
labrus_bergylta ENSLBEG00000014753
scophthalmus_maximus ENSSMAG00000009501
cynoglossus_semilaevis ENSCSEG00000003847
monopterus_albus ENSMALG00000010190
acanthochromis_polyacanthus ENSAPOG00000021949
amphiprion_ocellaris ENSAOCG00000020958
anabas_testudineus ENSATEG00000004401
anabas_testudineus ENSATEG00000004338
mastacembelus_armatus ENSMAMG00000016971
stegastes_partitus ENSSPAG00000005821
amphiprion_percula ENSAPEG00000000922
esox_lucius ENSELUG00000020476
pygocentrus_nattereri ENSPNAG00000015038
ictalurus_punctatus ENSIPUG00000003420
danio_rerio ENSDARG00000052765
paramormyrops_kingsleyae ENSPKIG00000018544
scleropages_formosus ENSSFOG00015014898
lepisosteus_oculatus ENSLOCG00000008160
eptatretus_burgeri ENSEBUG00000011338
eptatretus_burgeri ENSEBUG00000007501
