anabas_testudineus ENSATEG00000024976
loxodonta_africana ENSLAFG00000010416
procavia_capensis ENSPCAG00000001458
echinops_telfairi ENSETEG00000001675
pteropus_vampyrus ENSPVAG00000005775
dasypus_novemcinctus ENSDNOG00000010119
dasypus_novemcinctus ENSDNOG00000045395
ornithorhynchus_anatinus ENSOANG00000015345
pogona_vitticeps ENSPVIG00000019176
notechis_scutatus ENSNSUG00000005873
salvator_merianae ENSSMRG00000018820
sphenodon_punctatus ENSSPUG00000001110
dromaius_novaehollandiae ENSDNVG00000010492
nothoprocta_perdicaria ENSNPEG00000010322
apteryx_haastii ENSAHAG00000006319
apteryx_rowi ENSARWG00000015303
apteryx_owenii ENSAOWG00000012218
lonchura_striata_domestica ENSLSDG00000015147
taeniopygia_guttata ENSTGUG00000016935
serinus_canaria ENSSCAG00000001539
junco_hyemalis ENSJHYG00000015366
parus_major ENSPMJG00000002289
cyanistes_caeruleus ENSCCEG00000006045
ficedula_albicollis ENSFALG00000010619
manacus_vitellinus ENSMVIG00005006852
lepidothrix_coronata ENSLCOG00000006413
melopsittacus_undulatus ENSMUNG00000012888
calidris_pugnax ENSCPUG00000018714
calidris_pugnax ENSCPUG00000018715
calidris_pygmaea ENSCPGG00000010801
gallus_gallus ENSGALG00000003991
meleagris_gallopavo ENSMGAG00000005361
coturnix_japonica ENSCJPG00005018697
numida_meleagris ENSNMEG00000016072
anser_brachyrhynchus ENSABRG00000012414
anas_platyrhynchos_platyrhynchos ENSAPLG00000013861
crocodylus_porosus ENSCPRG00005018471
chelonoidis_abingdonii ENSCABG00000011967
gopherus_agassizii ENSGAGG00000012997
chrysemys_picta_bellii ENSCPBG00000023562
pelodiscus_sinensis ENSPSIG00000015125
xenopus_tropicalis ENSXETG00000020828
latimeria_chalumnae ENSLACG00000019155
ciona_savignyi ENSCSAVG00000011770
