gasterosteus_aculeatus ENSGACG00000013028
mus_spicilegus ENSMSIG00000008746
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022126
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000073435
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021215
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023532
rattus_norvegicus ENSRNOG00000015749
meriones_unguiculatus ENSMUGG00000017909
nannospalax_galili ENSNGAG00000022562
jaculus_jaculus ENSJJAG00000014938
chinchilla_lanigera ENSCLAG00000015018
octodon_degus ENSODEG00000015019
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001237
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013819
fukomys_damarensis ENSFDAG00000014868
cavia_porcellus ENSCPOG00000035161
cavia_aperea ENSCAPG00000001113
castor_canadensis ENSCCNG00000031465
urocitellus_parryii ENSUPAG00010016324
ictidomys_tridecemlineatus ENSSTOG00000028986
ursus_americanus ENSUAMG00000013321
canis_lupus_familiaris ENSCAFG00000019497
felis_catus ENSFCAG00000046405
panthera_pardus ENSPPRG00000021662
procavia_capensis ENSPCAG00000007031
xenopus_tropicalis ENSXETG00000010357
astyanax_mexicanus ENSAMXG00000037698
lepisosteus_oculatus ENSLOCG00000002228
petromyzon_marinus ENSPMAG00000000119
eptatretus_burgeri ENSEBUG00000015136
