junco_hyemalis ENSJHYG00000012814
theropithecus_gelada ENSTGEG00000020069
papio_anubis ENSPANG00000016221
cercocebus_atys ENSCATG00000031475
chlorocebus_sabaeus ENSCSAG00000014648
piliocolobus_tephrosceles ENSPTEG00000038768
colobus_angolensis_palliatus ENSCANG00000041776
rhinopithecus_bieti ENSRBIG00000041465
pan_troglodytes ENSPTRG00000045805
homo_sapiens ENSG00000217236
gorilla_gorilla ENSGGOG00000007345
cebus_capucinus_imitator ENSCCAG00000031565
callithrix_jacchus ENSCJAG00000038410
aotus_nancymaae ENSANAG00000022517
prolemur_simus ENSPSMG00000024136
propithecus_coquereli ENSPCOG00000018883
microcebus_murinus ENSMICG00000031506
otolemur_garnettii ENSOGAG00000034062
canis_lupus_dingo ENSCAFG00020005867
canis_lupus_familiaris ENSCAFG00000013183
vulpes_vulpes ENSVVUG00000012965
ursus_americanus ENSUAMG00000025621
ailuropoda_melanoleuca ENSAMEG00000012208
mustela_putorius_furo ENSMPUG00000013931
neovison_vison ENSNVIG00000008457
panthera_pardus ENSPPRG00000003658
felis_catus ENSFCAG00000044908
bos_taurus ENSBTAG00000014949
bos_mutus ENSBMUG00000019240
bison_bison_bison ENSBBBG00000016959
capra_hircus ENSCHIG00000012561
ovis_aries ENSOARG00000000427
sus_scrofa ENSSSCG00000036172
equus_caballus ENSECAG00000028902
equus_asinus_asinus ENSEASG00005022600
pteropus_vampyrus ENSPVAG00000000983
dasypus_novemcinctus ENSDNOG00000019150
procavia_capensis ENSPCAG00000012721
loxodonta_africana ENSLAFG00000026573
xenopus_tropicalis ENSXETG00000030987
paramormyrops_kingsleyae ENSPKIG00000023266
scleropages_formosus ENSSFOG00015001422
maylandia_zebra ENSMZEG00005004992
pundamilia_nyererei ENSPNYG00000007944
astatotilapia_calliptera ENSACLG00000009491
haplochromis_burtoni ENSHBUG00000019442
neolamprologus_brichardi ENSNBRG00000011681
oreochromis_niloticus ENSONIG00000008657
amphilophus_citrinellus ENSACIG00000000665
poecilia_formosa ENSPFOG00000013459
poecilia_latipinna ENSPLAG00000017923
poecilia_mexicana ENSPMEG00000002022
poecilia_reticulata ENSPREG00000005194
xiphophorus_couchianus ENSXCOG00000019182
xiphophorus_maculatus ENSXMAG00000026252
gambusia_affinis ENSGAFG00000003794
fundulus_heteroclitus ENSFHEG00000005267
cyprinodon_variegatus ENSCVAG00000018687
kryptolebias_marmoratus ENSKMAG00000015619
scophthalmus_maximus ENSSMAG00000014940
oryzias_latipes_asm223467v1 ENSORLG00000017492
oryzias_latipes_asm223471v1 ENSORLG00020021150
oryzias_latipes_asm223469v1 ENSORLG00015015194
oryzias_melastigma ENSOMEG00000004478
cynoglossus_semilaevis ENSCSEG00000005525
amphiprion_percula ENSAPEG00000022126
amphiprion_ocellaris ENSAOCG00000012571
acanthochromis_polyacanthus ENSAPOG00000015813
stegastes_partitus ENSSPAG00000000406
seriola_lalandi_dorsalis ENSSLDG00000018604
seriola_dumerili ENSSDUG00000021497
takifugu_rubripes ENSTRUG00000017609
tetraodon_nigroviridis ENSTNIG00000016949
mola_mola ENSMMOG00000001657
gasterosteus_aculeatus ENSGACG00000004757
labrus_bergylta ENSLBEG00000016192
monopterus_albus ENSMALG00000009226
mastacembelus_armatus ENSMAMG00000005995
anabas_testudineus ENSATEG00000015749
periophthalmus_magnuspinnatus ENSPMGG00000000454
gadus_morhua ENSGMOG00000004590
esox_lucius ENSELUG00000022563
danio_rerio ENSDARG00000099374
ictalurus_punctatus ENSIPUG00000020158
pygocentrus_nattereri ENSPNAG00000020827
astyanax_mexicanus ENSAMXG00000015246
hippocampus_comes ENSHCOG00000010277
paramormyrops_kingsleyae ENSPKIG00000004479
scleropages_formosus ENSSFOG00015018430
lepisosteus_oculatus ENSLOCG00000007391
latimeria_chalumnae ENSLACG00000006465
eptatretus_burgeri ENSEBUG00000007622
eptatretus_burgeri ENSEBUG00000006241
