amphiprion_ocellaris ENSAOCG00000004826
ailuropoda_melanoleuca ENSAMEG00000008359
neovison_vison ENSNVIG00000014697
mustela_putorius_furo ENSMPUG00000005013
canis_lupus_familiaris ENSCAFG00000002202
vulpes_vulpes ENSVVUG00000006086
panthera_tigris_altaica ENSPTIG00000004246
panthera_pardus ENSPPRG00000010895
felis_catus ENSFCAG00000006569
erinaceus_europaeus ENSEEUG00000010010
erinaceus_europaeus ENSEEUG00000015616
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000036377
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028313
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027319
mus_spicilegus ENSMSIG00000019982
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017099
rattus_norvegicus ENSRNOG00000002139
meriones_unguiculatus ENSMUGG00000024636
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023592
cricetulus_griseus_crigri_1.0 ENSCGRG00000007747
cricetulus_griseus_crigri-picr ENSCGRG00015007906
mesocricetus_auratus ENSMAUG00000021186
peromyscus_maniculatus_bairdii ENSPEMG00000010216
castor_canadensis ENSCCNG00000006224
urocitellus_parryii ENSUPAG00010021307
spermophilus_dauricus ENSSDAG00000023489
marmota_marmota_marmota ENSMMMG00000020998
oryctolagus_cuniculus ENSOCUG00000012185
microcebus_murinus ENSMICG00000034949
prolemur_simus ENSPSMG00000019816
propithecus_coquereli ENSPCOG00000023584
otolemur_garnettii ENSOGAG00000026030
pan_paniscus ENSPPAG00000032829
pan_troglodytes ENSPTRG00000016078
homo_sapiens ENSG00000109265
gorilla_gorilla ENSGGOG00000001148
pongo_abelii ENSPPYG00000014756
nomascus_leucogenys ENSNLEG00000008674
cercocebus_atys ENSCATG00000034559
mandrillus_leucophaeus ENSMLEG00000033883
papio_anubis ENSPANG00000006883
theropithecus_gelada ENSTGEG00000022051
macaca_fascicularis ENSMFAG00000001807
macaca_mulatta ENSMMUG00000016358
macaca_nemestrina ENSMNEG00000037712
chlorocebus_sabaeus ENSCSAG00000005049
colobus_angolensis_palliatus ENSCANG00000036137
piliocolobus_tephrosceles ENSPTEG00000027522
rhinopithecus_roxellana ENSRROG00000038384
rhinopithecus_bieti ENSRBIG00000032624
saimiri_boliviensis_boliviensis ENSSBOG00000034674
callithrix_jacchus ENSCJAG00000018115
cebus_capucinus_imitator ENSCCAG00000019307
aotus_nancymaae ENSANAG00000021913
cebus_capucinus_imitator ENSCCAG00000010758
tupaia_belangeri ENSTBEG00000007987
procavia_capensis ENSPCAG00000008242
echinops_telfairi ENSETEG00000015222
choloepus_hoffmanni ENSCHOG00000008449
dasypus_novemcinctus ENSDNOG00000046885
xenopus_tropicalis ENSXETG00000021084
latimeria_chalumnae ENSLACG00000000579
