meleagris_gallopavo ENSMGAG00000002843
microtus_ochrogaster ENSMOCG00000015720
peromyscus_maniculatus_bairdii ENSPEMG00000028181
nannospalax_galili ENSNGAG00000013142
jaculus_jaculus ENSJJAG00000019380
ochotona_princeps ENSOPRG00000015700
oryctolagus_cuniculus ENSOCUG00000007261
neovison_vison ENSNVIG00000019906
mustela_putorius_furo ENSMPUG00000000698
canis_lupus_familiaris ENSCAFG00000009857
canis_lupus_dingo ENSCAFG00020012879
vulpes_vulpes ENSVVUG00000003646
canis_lupus_dingo ENSCAFG00020022527
canis_lupus_familiaris ENSCAFG00000029176
vulpes_vulpes ENSVVUG00000010487
vulpes_vulpes ENSVVUG00000028148
ursus_maritimus ENSUMAG00000017751
ursus_americanus ENSUAMG00000014400
ailuropoda_melanoleuca ENSAMEG00000000395
panthera_pardus ENSPPRG00000002667
panthera_tigris_altaica ENSPTIG00000008035
felis_catus ENSFCAG00000005972
equus_caballus ENSECAG00000009150
equus_asinus_asinus ENSEASG00005011824
tursiops_truncatus ENSTTRG00000012874
vicugna_pacos ENSVPAG00000012378
ovis_aries ENSOARG00000013026
capra_hircus ENSCHIG00000012797
bos_mutus ENSBMUG00000000154
bos_taurus ENSBTAG00000001475
bison_bison_bison ENSBBBG00000007165
sus_scrofa ENSSSCG00000001057
myotis_lucifugus ENSMLUG00000010975
pteropus_vampyrus ENSPVAG00000003184
erinaceus_europaeus ENSEEUG00000001533
dasypus_novemcinctus ENSDNOG00000035673
loxodonta_africana ENSLAFG00000003287
procavia_capensis ENSPCAG00000000818
phascolarctos_cinereus ENSPCIG00000026507
sarcophilus_harrisii ENSSHAG00000016188
monodelphis_domestica ENSMODG00000010666
ornithorhynchus_anatinus ENSOANG00000001412
xenopus_tropicalis ENSXETG00000002272
latimeria_chalumnae ENSLACG00000001494
takifugu_rubripes ENSTRUG00000005118
tetraodon_nigroviridis ENSTNIG00000008755
mola_mola ENSMMOG00000005444
gasterosteus_aculeatus ENSGACG00000001958
oryzias_latipes_asm223469v1 ENSORLG00015002861
oryzias_latipes_asm223471v1 ENSORLG00020006372
oryzias_latipes_asm223467v1 ENSORLG00000005360
oryzias_melastigma ENSOMEG00000018547
fundulus_heteroclitus ENSFHEG00000021147
astatotilapia_calliptera ENSACLG00000015893
maylandia_zebra ENSMZEG00005011645
pundamilia_nyererei ENSPNYG00000013522
haplochromis_burtoni ENSHBUG00000019183
neolamprologus_brichardi ENSNBRG00000012878
amphilophus_citrinellus ENSACIG00000014604
periophthalmus_magnuspinnatus ENSPMGG00000022868
monopterus_albus ENSMALG00000002968
mastacembelus_armatus ENSMAMG00000018000
anabas_testudineus ENSATEG00000022735
seriola_lalandi_dorsalis ENSSLDG00000010586
seriola_lalandi_dorsalis ENSSLDG00000008870
seriola_dumerili ENSSDUG00000005738
scophthalmus_maximus ENSSMAG00000001407
amphiprion_percula ENSAPEG00000007950
amphiprion_ocellaris ENSAOCG00000008594
acanthochromis_polyacanthus ENSAPOG00000001975
stegastes_partitus ENSSPAG00000000741
xiphophorus_maculatus ENSXMAG00000028392
gambusia_affinis ENSGAFG00000019690
poecilia_formosa ENSPFOG00000011895
poecilia_mexicana ENSPMEG00000001327
poecilia_reticulata ENSPREG00000009167
xiphophorus_couchianus ENSXCOG00000003940
poecilia_latipinna ENSPLAG00000007876
cyprinodon_variegatus ENSCVAG00000004818
kryptolebias_marmoratus ENSKMAG00000003994
hippocampus_comes ENSHCOG00000011654
cynoglossus_semilaevis ENSCSEG00000013128
labrus_bergylta ENSLBEG00000028330
gadus_morhua ENSGMOG00000017965
esox_lucius ENSELUG00000016606
pygocentrus_nattereri ENSPNAG00000019617
astyanax_mexicanus ENSAMXG00000037371
ictalurus_punctatus ENSIPUG00000005301
danio_rerio ENSDARG00000016964
paramormyrops_kingsleyae ENSPKIG00000017770
lepisosteus_oculatus ENSLOCG00000011525
petromyzon_marinus ENSPMAG00000001728
eptatretus_burgeri ENSEBUG00000006769
