cavia_porcellus ENSCPOG00000002850
pundamilia_nyererei ENSPNYG00000018746
oreochromis_niloticus ENSONIG00000006524
neolamprologus_brichardi ENSNBRG00000010090
amphilophus_citrinellus ENSACIG00000008470
monopterus_albus ENSMALG00000012087
mastacembelus_armatus ENSMAMG00000017104
anabas_testudineus ENSATEG00000015469
scophthalmus_maximus ENSSMAG00000017940
cynoglossus_semilaevis ENSCSEG00000016499
seriola_dumerili ENSSDUG00000007340
seriola_lalandi_dorsalis ENSSLDG00000015707
hippocampus_comes ENSHCOG00000000610
gadus_morhua ENSGMOG00000003317
esox_lucius ENSELUG00000024409
pygocentrus_nattereri ENSPNAG00000017626
astyanax_mexicanus ENSAMXG00000010961
ictalurus_punctatus ENSIPUG00000005922
danio_rerio ENSDARG00000037935
paramormyrops_kingsleyae ENSPKIG00000020091
