xenopus_tropicalis ENSXETG00000018967
oryzias_melastigma ENSOMEG00000023018
monopterus_albus ENSMALG00000002386
mastacembelus_armatus ENSMAMG00000010334
anabas_testudineus ENSATEG00000001596
anabas_testudineus ENSATEG00000001761
labrus_bergylta ENSLBEG00000001529
seriola_dumerili ENSSDUG00000023606
seriola_lalandi_dorsalis ENSSLDG00000018583
scophthalmus_maximus ENSSMAG00000011451
amphiprion_ocellaris ENSAOCG00000004844
amphiprion_percula ENSAPEG00000006429
acanthochromis_polyacanthus ENSAPOG00000017369
stegastes_partitus ENSSPAG00000005863
gasterosteus_aculeatus ENSGACG00000001897
hippocampus_comes ENSHCOG00000005221
gadus_morhua ENSGMOG00000014591
esox_lucius ENSELUG00000023900
cynoglossus_semilaevis ENSCSEG00000008651
astyanax_mexicanus ENSAMXG00000019368
astyanax_mexicanus ENSAMXG00000042740
pygocentrus_nattereri ENSPNAG00000025126
ictalurus_punctatus ENSIPUG00000016477
danio_rerio ENSDARG00000100116
scleropages_formosus ENSSFOG00015019166
paramormyrops_kingsleyae ENSPKIG00000002949
lepisosteus_oculatus ENSLOCG00000015305
petromyzon_marinus ENSPMAG00000007589
eptatretus_burgeri ENSEBUG00000015180
ciona_intestinalis ENSCING00000010137
drosophila_melanogaster FBgn0039159
caenorhabditis_elegans_strain_n2 WBGene00023487
