oryzias_latipes_asm223471v1 ENSORLG00020011065
macaca_mulatta ENSMMUG00000020489
papio_anubis ENSPANG00000011340
cercocebus_atys ENSCATG00000012446
theropithecus_gelada ENSTGEG00000026304
chlorocebus_sabaeus ENSCSAG00000009956
mandrillus_leucophaeus ENSMLEG00000033294
cebus_capucinus_imitator ENSCCAG00000019039
saimiri_boliviensis_boliviensis ENSSBOG00000028996
callithrix_jacchus ENSCJAG00000020051
aotus_nancymaae ENSANAG00000031035
ictidomys_tridecemlineatus ENSSTOG00000011587
ictidomys_tridecemlineatus ENSSTOG00000031644
urocitellus_parryii ENSUPAG00010011653
marmota_marmota_marmota ENSMMMG00000017683
spermophilus_dauricus ENSSDAG00000004039
marmota_marmota_marmota ENSMMMG00000011481
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000043510
mus_spicilegus ENSMSIG00000005268
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028551
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027553
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024135
rattus_norvegicus ENSRNOG00000037508
meriones_unguiculatus ENSMUGG00000001411
cricetulus_griseus_crigri_1.0 ENSCGRG00000004213
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005748
cricetulus_griseus_crigri-picr ENSCGRG00015021930
mesocricetus_auratus ENSMAUG00000009038
peromyscus_maniculatus_bairdii ENSPEMG00000012692
microtus_ochrogaster ENSMOCG00000012889
nannospalax_galili ENSNGAG00000012278
tupaia_belangeri ENSTBEG00000005118
carlito_syrichta ENSTSYG00000031775
procavia_capensis ENSPCAG00000001916
ornithorhynchus_anatinus ENSOANG00000008819
pogona_vitticeps ENSPVIG00000017826
notechis_scutatus ENSNSUG00000018641
salvator_merianae ENSSMRG00000021031
apteryx_haastii ENSAHAG00000013109
apteryx_owenii ENSAOWG00000014437
apteryx_rowi ENSARWG00000016569
dromaius_novaehollandiae ENSDNVG00000011078
melopsittacus_undulatus ENSMUNG00000013157
nothoprocta_perdicaria ENSNPEG00000008458
anas_platyrhynchos_platyrhynchos ENSAPLG00000010206
anser_brachyrhynchus ENSABRG00000022283
numida_meleagris ENSNMEG00000021595
gallus_gallus ENSGALG00000005706
ficedula_albicollis ENSFALG00000008336
lepidothrix_coronata ENSLCOG00000012497
parus_major ENSPMJG00000013422
junco_hyemalis ENSJHYG00000015470
taeniopygia_guttata ENSTGUG00000007878
lonchura_striata_domestica ENSLSDG00000012545
calidris_pygmaea ENSCPGG00000001550
cyanistes_caeruleus ENSCCEG00000016021
manacus_vitellinus ENSMVIG00005014979
serinus_canaria ENSSCAG00000005537
zonotrichia_albicollis ENSZALG00000001390
calidris_pugnax ENSCPUG00000006056
crocodylus_porosus ENSCPRG00005010232
chrysemys_picta_bellii ENSCPBG00000027202
chelonoidis_abingdonii ENSCABG00000022253
pelodiscus_sinensis ENSPSIG00000015989
sphenodon_punctatus ENSSPUG00000007475
xenopus_tropicalis ENSXETG00000026948
latimeria_chalumnae ENSLACG00000001497
petromyzon_marinus ENSPMAG00000003087
ciona_intestinalis ENSCING00000005459
ciona_savignyi ENSCSAVG00000008834
caenorhabditis_elegans_strain_n2 WBGene00001033
drosophila_melanogaster FBgn0263606
saccharomyces_cerevisiae_strain_s288c YGL018C
