lepidothrix_coronata ENSLCOG00000015885
ursus_maritimus ENSUMAG00000023584
ursus_americanus ENSUAMG00000025369
ailuropoda_melanoleuca ENSAMEG00000005343
mustela_putorius_furo ENSMPUG00000008109
neovison_vison ENSNVIG00000001464
canis_lupus_dingo ENSCAFG00020017849
canis_lupus_familiaris ENSCAFG00000004593
vulpes_vulpes ENSVVUG00000017501
panthera_pardus ENSPPRG00000013976
panthera_tigris_altaica ENSPTIG00000010203
felis_catus ENSFCAG00000023013
equus_asinus_asinus ENSEASG00005012746
equus_caballus ENSECAG00000013853
pteropus_vampyrus ENSPVAG00000005459
myotis_lucifugus ENSMLUG00000010420
loxodonta_africana ENSLAFG00000015417
loxodonta_africana ENSLAFG00000027245
procavia_capensis ENSPCAG00000008032
echinops_telfairi ENSETEG00000013353
choloepus_hoffmanni ENSCHOG00000010541
dasypus_novemcinctus ENSDNOG00000018784
sarcophilus_harrisii ENSSHAG00000001413
phascolarctos_cinereus ENSPCIG00000027544
notamacropus_eugenii ENSMEUG00000011003
monodelphis_domestica ENSMODG00000004456
ornithorhynchus_anatinus ENSOANG00000008013
xenopus_tropicalis ENSXETG00000013639
latimeria_chalumnae ENSLACG00000010086
pygocentrus_nattereri ENSPNAG00000003116
astyanax_mexicanus ENSAMXG00000005063
ictalurus_punctatus ENSIPUG00000000986
danio_rerio ENSDARG00000044626
anabas_testudineus ENSATEG00000010752
mastacembelus_armatus ENSMAMG00000022458
labrus_bergylta ENSLBEG00000001642
gasterosteus_aculeatus ENSGACG00000020900
cynoglossus_semilaevis ENSCSEG00000006346
scophthalmus_maximus ENSSMAG00000010949
seriola_lalandi_dorsalis ENSSLDG00000000839
seriola_lalandi_dorsalis ENSSLDG00000002216
seriola_dumerili ENSSDUG00000023399
monopterus_albus ENSMALG00000009231
tetraodon_nigroviridis ENSTNIG00000004774
tetraodon_nigroviridis ENSTNIG00000004076
takifugu_rubripes ENSTRUG00000004783
mola_mola ENSMMOG00000012582
cyprinodon_variegatus ENSCVAG00000020658
fundulus_heteroclitus ENSFHEG00000005685
gambusia_affinis ENSGAFG00000008942
xiphophorus_maculatus ENSXMAG00000006890
poecilia_formosa ENSPFOG00000001064
poecilia_latipinna ENSPLAG00000015385
poecilia_mexicana ENSPMEG00000000893
poecilia_reticulata ENSPREG00000001639
kryptolebias_marmoratus ENSKMAG00000001797
oryzias_latipes_asm223467v1 ENSORLG00000013736
oryzias_latipes_asm223469v1 ENSORLG00015018655
oryzias_latipes_asm223471v1 ENSORLG00020011689
oryzias_melastigma ENSOMEG00000017745
pundamilia_nyererei ENSPNYG00000022583
haplochromis_burtoni ENSHBUG00000019352
astatotilapia_calliptera ENSACLG00000000783
astatotilapia_calliptera ENSACLG00000001377
maylandia_zebra ENSMZEG00005027809
neolamprologus_brichardi ENSNBRG00000017639
oreochromis_niloticus ENSONIG00000007415
amphilophus_citrinellus ENSACIG00000024227
amphiprion_percula ENSAPEG00000020984
amphiprion_ocellaris ENSAOCG00000012318
acanthochromis_polyacanthus ENSAPOG00000020706
stegastes_partitus ENSSPAG00000011273
hippocampus_comes ENSHCOG00000004194
periophthalmus_magnuspinnatus ENSPMGG00000016330
gadus_morhua ENSGMOG00000000954
esox_lucius ENSELUG00000009362
paramormyrops_kingsleyae ENSPKIG00000015115
lepisosteus_oculatus ENSLOCG00000005941
