gasterosteus_aculeatus ENSGACG00000001609
dasypus_novemcinctus ENSDNOG00000017411
homo_sapiens ENSG00000163359
gorilla_gorilla ENSGGOG00000002468
pan_troglodytes ENSPTRG00000013074
pan_paniscus ENSPPAG00000038270
pongo_abelii ENSPPYG00000013309
nomascus_leucogenys ENSNLEG00000010790
piliocolobus_tephrosceles ENSPTEG00000035776
colobus_angolensis_palliatus ENSCANG00000032076
rhinopithecus_bieti ENSRBIG00000036666
rhinopithecus_roxellana ENSRROG00000033989
cercocebus_atys ENSCATG00000036982
mandrillus_leucophaeus ENSMLEG00000030027
macaca_mulatta ENSMMUG00000014049
macaca_fascicularis ENSMFAG00000043048
macaca_nemestrina ENSMNEG00000036597
papio_anubis ENSPANG00000006369
theropithecus_gelada ENSTGEG00000022690
chlorocebus_sabaeus ENSCSAG00000006162
cebus_capucinus_imitator ENSCCAG00000037000
saimiri_boliviensis_boliviensis ENSSBOG00000029543
callithrix_jacchus ENSCJAG00000002226
aotus_nancymaae ENSANAG00000020236
carlito_syrichta ENSTSYG00000001996
propithecus_coquereli ENSPCOG00000028385
microcebus_murinus ENSMICG00000003426
prolemur_simus ENSPSMG00000014666
otolemur_garnettii ENSOGAG00000016050
tupaia_belangeri ENSTBEG00000016435
castor_canadensis ENSCCNG00000016152
dipodomys_ordii ENSDORG00000016705
mus_spicilegus ENSMSIG00000025643
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015214
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000048126
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014410
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027646
meriones_unguiculatus ENSMUGG00000018806
cricetulus_griseus_crigri-picr ENSCGRG00015013607
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024539
mesocricetus_auratus ENSMAUG00000018474
peromyscus_maniculatus_bairdii ENSPEMG00000023168
microtus_ochrogaster ENSMOCG00000012323
nannospalax_galili ENSNGAG00000014907
jaculus_jaculus ENSJJAG00000022723
ictidomys_tridecemlineatus ENSSTOG00000002685
urocitellus_parryii ENSUPAG00010020987
spermophilus_dauricus ENSSDAG00000021789
marmota_marmota_marmota ENSMMMG00000003940
cavia_porcellus ENSCPOG00000011331
cavia_aperea ENSCAPG00000009987
octodon_degus ENSODEG00000008236
chinchilla_lanigera ENSCLAG00000002931
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012006
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004482
fukomys_damarensis ENSFDAG00000010978
oryctolagus_cuniculus ENSOCUG00000007472
ochotona_princeps ENSOPRG00000015126
sus_scrofa ENSSSCG00000027331
vicugna_pacos ENSVPAG00000004806
capra_hircus ENSCHIG00000018312
ovis_aries ENSOARG00000019080
bos_mutus ENSBMUG00000025724
bos_mutus ENSBMUG00000025679
bos_taurus ENSBTAG00000030190
bison_bison_bison ENSBBBG00000022072
tursiops_truncatus ENSTTRG00000015311
myotis_lucifugus ENSMLUG00000006761
pteropus_vampyrus ENSPVAG00000012502
mustela_putorius_furo ENSMPUG00000000072
neovison_vison ENSNVIG00000021268
ursus_maritimus ENSUMAG00000012021
ursus_americanus ENSUAMG00000009897
ailuropoda_melanoleuca ENSAMEG00000008251
vulpes_vulpes ENSVVUG00000001707
vulpes_vulpes ENSVVUG00000001715
canis_lupus_familiaris ENSCAFG00000012226
canis_lupus_dingo ENSCAFG00020024474
panthera_pardus ENSPPRG00000002843
panthera_tigris_altaica ENSPTIG00000005288
felis_catus ENSFCAG00000012720
equus_asinus_asinus ENSEASG00005007197
equus_caballus ENSECAG00000020887
loxodonta_africana ENSLAFG00000013476
procavia_capensis ENSPCAG00000001203
echinops_telfairi ENSETEG00000015251
phascolarctos_cinereus ENSPCIG00000009991
notamacropus_eugenii ENSMEUG00000015913
sarcophilus_harrisii ENSSHAG00000010297
monodelphis_domestica ENSMODG00000007458
ornithorhynchus_anatinus ENSOANG00000011917
apteryx_owenii ENSAOWG00000002121
apteryx_haastii ENSAHAG00000012861
apteryx_rowi ENSARWG00000003158
dromaius_novaehollandiae ENSDNVG00000013803
nothoprocta_perdicaria ENSNPEG00000009663
anas_platyrhynchos_platyrhynchos ENSAPLG00000005511
anser_brachyrhynchus ENSABRG00000022232
gallus_gallus ENSGALG00000003923
coturnix_japonica ENSCJPG00005014145
meleagris_gallopavo ENSMGAG00000002889
numida_meleagris ENSNMEG00000018238
lepidothrix_coronata ENSLCOG00000015505
manacus_vitellinus ENSMVIG00005002053
taeniopygia_guttata ENSTGUG00000003667
lonchura_striata_domestica ENSLSDG00000008400
zonotrichia_albicollis ENSZALG00000012076
junco_hyemalis ENSJHYG00000017138
serinus_canaria ENSSCAG00000008871
ficedula_albicollis ENSFALG00000012704
parus_major ENSPMJG00000006699
cyanistes_caeruleus ENSCCEG00000000702
melopsittacus_undulatus ENSMUNG00000016227
calidris_pygmaea ENSCPGG00000004757
calidris_pugnax ENSCPUG00000005546
crocodylus_porosus ENSCPRG00005006067
chelonoidis_abingdonii ENSCABG00000002574
gopherus_agassizii ENSGAGG00000022051
chrysemys_picta_bellii ENSCPBG00000016839
pelodiscus_sinensis ENSPSIG00000017427
pogona_vitticeps ENSPVIG00000004704
anolis_carolinensis ENSACAG00000004231
salvator_merianae ENSSMRG00000020968
sphenodon_punctatus ENSSPUG00000010186
xenopus_tropicalis ENSXETG00000031229
calidris_pugnax ENSCPUG00000005560
latimeria_chalumnae ENSLACG00000013403
scleropages_formosus ENSSFOG00015012450
scleropages_formosus ENSSFOG00015012423
maylandia_zebra ENSMZEG00005013645
astatotilapia_calliptera ENSACLG00000001055
haplochromis_burtoni ENSHBUG00000001489
anabas_testudineus ENSATEG00000007781
xiphophorus_maculatus ENSXMAG00000023767
gambusia_affinis ENSGAFG00000011390
xiphophorus_couchianus ENSXCOG00000012884
cynoglossus_semilaevis ENSCSEG00000015161
mastacembelus_armatus ENSMAMG00000009845
amphiprion_percula ENSAPEG00000002799
amphiprion_ocellaris ENSAOCG00000023834
periophthalmus_magnuspinnatus ENSPMGG00000019715
seriola_lalandi_dorsalis ENSSLDG00000020865
seriola_dumerili ENSSDUG00000006486
labrus_bergylta ENSLBEG00000027588
haplochromis_burtoni ENSHBUG00000001047
pundamilia_nyererei ENSPNYG00000011031
neolamprologus_brichardi ENSNBRG00000017738
amphilophus_citrinellus ENSACIG00000007002
stegastes_partitus ENSSPAG00000011576
oryzias_latipes_asm223467v1 ENSORLG00000024761
oryzias_latipes_asm223469v1 ENSORLG00015023182
oryzias_melastigma ENSOMEG00000018229
hippocampus_comes ENSHCOG00000010636
ictalurus_punctatus ENSIPUG00000020554
pygocentrus_nattereri ENSPNAG00000003945
scleropages_formosus ENSSFOG00015007218
paramormyrops_kingsleyae ENSPKIG00000011837
acanthochromis_polyacanthus ENSAPOG00000011196
cyprinodon_variegatus ENSCVAG00000008058
kryptolebias_marmoratus ENSKMAG00000011832
kryptolebias_marmoratus ENSKMAG00000011775
poecilia_reticulata ENSPREG00000004393
poecilia_reticulata ENSPREG00000004215
astatotilapia_calliptera ENSACLG00000001026
poecilia_mexicana ENSPMEG00000005156
poecilia_latipinna ENSPLAG00000014957
fundulus_heteroclitus ENSFHEG00000023063
amphiprion_percula ENSAPEG00000002754
neolamprologus_brichardi ENSNBRG00000017714
scophthalmus_maximus ENSSMAG00000001027
xiphophorus_maculatus ENSXMAG00000022487
labrus_bergylta ENSLBEG00000027476
labrus_bergylta ENSLBEG00000027448
tetraodon_nigroviridis ENSTNIG00000001486
seriola_lalandi_dorsalis ENSSLDG00000020878
seriola_dumerili ENSSDUG00000006504
monopterus_albus ENSMALG00000003187
mola_mola ENSMMOG00000019267
tetraodon_nigroviridis ENSTNIG00000011101
stegastes_partitus ENSSPAG00000011590
astyanax_mexicanus ENSAMXG00000037874
astyanax_mexicanus ENSAMXG00000029747
astyanax_mexicanus ENSAMXG00000030199
ictalurus_punctatus ENSIPUG00000020534
scleropages_formosus ENSSFOG00015007172
paramormyrops_kingsleyae ENSPKIG00000011808
ictalurus_punctatus ENSIPUG00000020547
pygocentrus_nattereri ENSPNAG00000025653
maylandia_zebra ENSMZEG00005028494
maylandia_zebra ENSMZEG00005013630
maylandia_zebra ENSMZEG00005028493
maylandia_zebra ENSMZEG00005013619
maylandia_zebra ENSMZEG00005013637
maylandia_zebra ENSMZEG00005028488
oryzias_latipes_asm223467v1 ENSORLG00000024019
oryzias_latipes_asm223467v1 ENSORLG00000030179
oryzias_latipes_asm223467v1 ENSORLG00000027455
oryzias_latipes_asm223467v1 ENSORLG00000027647
oryzias_latipes_asm223469v1 ENSORLG00015023159
oryzias_latipes_asm223469v1 ENSORLG00015023163
oryzias_latipes_asm223469v1 ENSORLG00015023165
oryzias_latipes_asm223469v1 ENSORLG00015023168
oryzias_latipes_asm223469v1 ENSORLG00015023170
oryzias_latipes_asm223469v1 ENSORLG00015023174
oryzias_latipes_asm223469v1 ENSORLG00015023178
oryzias_latipes_asm223471v1 ENSORLG00020022351
mastacembelus_armatus ENSMAMG00000009632
mastacembelus_armatus ENSMAMG00000009662
anabas_testudineus ENSATEG00000007494
labrus_bergylta ENSLBEG00000027580
scophthalmus_maximus ENSSMAG00000001091
amphiprion_ocellaris ENSAOCG00000023952
amphiprion_ocellaris ENSAOCG00000024532
amphiprion_ocellaris ENSAOCG00000024189
labrus_bergylta ENSLBEG00000011503
labrus_bergylta ENSLBEG00000006674
labrus_bergylta ENSLBEG00000008159
labrus_bergylta ENSLBEG00000004439
labrus_bergylta ENSLBEG00000008125
labrus_bergylta ENSLBEG00000011533
labrus_bergylta ENSLBEG00000003095
labrus_bergylta ENSLBEG00000006648
labrus_bergylta ENSLBEG00000008140
labrus_bergylta ENSLBEG00000011481
labrus_bergylta ENSLBEG00000011451
labrus_bergylta ENSLBEG00000027507
labrus_bergylta ENSLBEG00000027538
labrus_bergylta ENSLBEG00000008529
danio_rerio ENSDARG00000077139
lepisosteus_oculatus ENSLOCG00000004896
xiphophorus_couchianus ENSXCOG00000012885
gambusia_affinis ENSGAFG00000011373
poecilia_mexicana ENSPMEG00000005138
poecilia_latipinna ENSPLAG00000014941
poecilia_reticulata ENSPREG00000001599
periophthalmus_magnuspinnatus ENSPMGG00000019711
eptatretus_burgeri ENSEBUG00000012326
notechis_scutatus ENSNSUG00000012830
notechis_scutatus ENSNSUG00000012831
kryptolebias_marmoratus ENSKMAG00000010599
tetraodon_nigroviridis ENSTNIG00000017842
amphiprion_percula ENSAPEG00000002834
stegastes_partitus ENSSPAG00000011604
neolamprologus_brichardi ENSNBRG00000017752
haplochromis_burtoni ENSHBUG00000001485
anabas_testudineus ENSATEG00000007828
seriola_lalandi_dorsalis ENSSLDG00000020884
mola_mola ENSMMOG00000019263
labrus_bergylta ENSLBEG00000027600
cynoglossus_semilaevis ENSCSEG00000015147
hippocampus_comes ENSHCOG00000000330
periophthalmus_magnuspinnatus ENSPMGG00000019717
astyanax_mexicanus ENSAMXG00000008184
danio_rerio ENSDARG00000095915
scleropages_formosus ENSSFOG00015007152
eptatretus_burgeri ENSEBUG00000014282
microcebus_murinus ENSMICG00000047235
eptatretus_burgeri ENSEBUG00000003069
eptatretus_burgeri ENSEBUG00000004409
eptatretus_burgeri ENSEBUG00000010475
ornithorhynchus_anatinus ENSOANG00000031985
maylandia_zebra ENSMZEG00005013647
astatotilapia_calliptera ENSACLG00000001083
pundamilia_nyererei ENSPNYG00000011067
mastacembelus_armatus ENSMAMG00000009869
amphilophus_citrinellus ENSACIG00000006975
amphilophus_citrinellus ENSACIG00000007035
scophthalmus_maximus ENSSMAG00000000786
petromyzon_marinus ENSPMAG00000008703
petromyzon_marinus ENSPMAG00000003268
scophthalmus_maximus ENSSMAG00000016203
cricetulus_griseus_crigri_1.0 ENSCGRG00000005210
cricetulus_griseus_crigri_1.0 ENSCGRG00000000451
