cynoglossus_semilaevis ENSCSEG00000018464
peromyscus_maniculatus_bairdii ENSPEMG00000023647
microtus_ochrogaster ENSMOCG00000011295
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021349
cricetulus_griseus_crigri-picr ENSCGRG00015016252
cricetulus_griseus_crigri_1.0 ENSCGRG00000009001
mesocricetus_auratus ENSMAUG00000021318
nannospalax_galili ENSNGAG00000011123
jaculus_jaculus ENSJJAG00000012196
castor_canadensis ENSCCNG00000029592
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017239
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010560
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008065
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006905
fukomys_damarensis ENSFDAG00000019133
cavia_porcellus ENSCPOG00000026839
chinchilla_lanigera ENSCLAG00000011270
octodon_degus ENSODEG00000016615
chinchilla_lanigera ENSCLAG00000004540
marmota_marmota_marmota ENSMMMG00000006210
spermophilus_dauricus ENSSDAG00000012408
urocitellus_parryii ENSUPAG00010019064
ictidomys_tridecemlineatus ENSSTOG00000027195
otolemur_garnettii ENSOGAG00000024861
carlito_syrichta ENSTSYG00000001734
erinaceus_europaeus ENSEEUG00000007054
pteropus_vampyrus ENSPVAG00000010997
myotis_lucifugus ENSMLUG00000003947
bos_taurus ENSBTAG00000014124
bos_mutus ENSBMUG00000006402
bison_bison_bison ENSBBBG00000004360
capra_hircus ENSCHIG00000019549
ovis_aries ENSOARG00000014289
tursiops_truncatus ENSTTRG00000009922
sus_scrofa ENSSSCG00000005166
vicugna_pacos ENSVPAG00000006035
ursus_americanus ENSUAMG00000011946
ailuropoda_melanoleuca ENSAMEG00000002954
neovison_vison ENSNVIG00000012786
mustela_putorius_furo ENSMPUG00000015992
canis_lupus_dingo ENSCAFG00020013068
canis_lupus_familiaris ENSCAFG00000001635
vulpes_vulpes ENSVVUG00000000911
panthera_pardus ENSPPRG00000000472
felis_catus ENSFCAG00000023293
equus_caballus ENSECAG00000023631
choloepus_hoffmanni ENSCHOG00000013782
dasypus_novemcinctus ENSDNOG00000036290
ursus_americanus ENSUAMG00000024751
neovison_vison ENSNVIG00000012773
equus_asinus_asinus ENSEASG00005019193
pongo_abelii ENSPPYG00000019188
dasypus_novemcinctus ENSDNOG00000017039
loxodonta_africana ENSLAFG00000002042
procavia_capensis ENSPCAG00000011841
sorex_araneus ENSSARG00000013857
dipodomys_ordii ENSDORG00000028514
echinops_telfairi ENSETEG00000001142
ornithorhynchus_anatinus ENSOANG00000010155
lonchura_striata_domestica ENSLSDG00000004590
taeniopygia_guttata ENSTGUG00000004299
serinus_canaria ENSSCAG00000001419
zonotrichia_albicollis ENSZALG00000013537
parus_major ENSPMJG00000017704
cyanistes_caeruleus ENSCCEG00000011451
ficedula_albicollis ENSFALG00000003101
manacus_vitellinus ENSMVIG00005007881
lepidothrix_coronata ENSLCOG00000004777
calidris_pugnax ENSCPUG00000006365
calidris_pygmaea ENSCPGG00000001210
melopsittacus_undulatus ENSMUNG00000013270
anas_platyrhynchos_platyrhynchos ENSAPLG00000004429
anser_brachyrhynchus ENSABRG00000017613
gallus_gallus ENSGALG00000015078
coturnix_japonica ENSCJPG00005007680
meleagris_gallopavo ENSMGAG00000013863
numida_meleagris ENSNMEG00000010649
nothoprocta_perdicaria ENSNPEG00000012918
nothoprocta_perdicaria ENSNPEG00000000016
nothoprocta_perdicaria ENSNPEG00000012916
apteryx_haastii ENSAHAG00000004079
apteryx_haastii ENSAHAG00000004052
apteryx_owenii ENSAOWG00000017393
apteryx_rowi ENSARWG00000008126
dromaius_novaehollandiae ENSDNVG00000004301
crocodylus_porosus ENSCPRG00005000317
gopherus_agassizii ENSGAGG00000021177
chelonoidis_abingdonii ENSCABG00000016185
chrysemys_picta_bellii ENSCPBG00000018979
pelodiscus_sinensis ENSPSIG00000007987
notechis_scutatus ENSNSUG00000011536
notechis_scutatus ENSNSUG00000011532
anolis_carolinensis ENSACAG00000017614
pogona_vitticeps ENSPVIG00000025431
notechis_scutatus ENSNSUG00000011530
salvator_merianae ENSSMRG00000006460
sphenodon_punctatus ENSSPUG00000017971
cavia_aperea ENSCAPG00000000849
xenopus_tropicalis ENSXETG00000015500
latimeria_chalumnae ENSLACG00000007609
lepisosteus_oculatus ENSLOCG00000011259
chelonoidis_abingdonii ENSCABG00000016183
chelonoidis_abingdonii ENSCABG00000016184
crocodylus_porosus ENSCPRG00005000342
sphenodon_punctatus ENSSPUG00000017977
pogona_vitticeps ENSPVIG00000025436
panthera_tigris_altaica ENSPTIG00000019535
panthera_tigris_altaica ENSPTIG00000006649
panthera_tigris_altaica ENSPTIG00000019938
ursus_maritimus ENSUMAG00000016821
ursus_maritimus ENSUMAG00000016826
ursus_maritimus ENSUMAG00000016829
ursus_americanus ENSUAMG00000022500
spermophilus_dauricus ENSSDAG00000007843
lepidothrix_coronata ENSLCOG00000004778
poecilia_mexicana ENSPMEG00000024209
xiphophorus_couchianus ENSXCOG00000003672
pundamilia_nyererei ENSPNYG00000021945
maylandia_zebra ENSMZEG00005028606
maylandia_zebra ENSMZEG00005024908
phascolarctos_cinereus ENSPCIG00000031681
monodelphis_domestica ENSMODG00000028968
tetraodon_nigroviridis ENSTNIG00000000281
petromyzon_marinus ENSPMAG00000003063
eptatretus_burgeri ENSEBUG00000012752
